"site","seasonality","mean_temp"
"FC_0082",36.7590163934426,6.95122950819673
"FC_0083",39.2426229508197,5.40478142076503
"FC_0084",42.6,5.42117486338798
"FC_0085",38.3196721311475,6.36120218579235
"FC_0086",27.2049180327869,11.1540983606557
"FC_0087",27.8377049180328,10.5984972677596
"FC_0089",27.6065573770492,10.697131147541
"FC_0090",28.6524590163934,9.58237704918033
"FC_0091",28.6573770491803,9.41297814207651
"FC_0092",28.9836065573771,10.025
"FC_0093",29.3688524590164,11.4140710382514
"FC_0094",29.3508196721311,11.0446721311475
"FC_0095",29.5819672131148,11.0546448087432
"FC_0096",28.9590163934426,9.29398907103826
"FC_0097",29.916393442623,8.74781420765028
"FC_0098",29.1885245901639,9.2172131147541
"FC_0099",29.6311475409836,10.0889344262295
"FC_0100",30.6196721311475,9.56898907103825
"FC_0101",30.1786885245902,10.1635245901639
"FC_0102",30.5229508196721,9.0318306010929
"FC_0103",30.944262295082,9.36898907103826
"FC_0104",33.044262295082,9.9594262295082
"FC_0105",30.7098360655738,9.74043715846995
"FC_0106",33.5901639344262,9.59959016393443
"FC_0107",33.9081967213115,9.84275956284153
"FC_0108",34.1229508196721,9.63893442622951
"FC_0109",34.0295081967213,10.1219945355191
"FC_0110",34.6262295081967,8.61898907103826
"FC_0111",34.416393442623,8.97158469945356
"FC_0112",34.427868852459,9.15765027322405
"FC_0113",35.0262295081967,8.63715846994536
"FC_0115",34.8409836065574,8.08497267759563
"FC_0116",35.544262295082,8.73155737704919
"FC_0117",36.927868852459,9.27322404371585
"FC_0118",37.2065573770492,8.02267759562842
"FC_0119",37.9393442622951,9.39795081967213
"FC_0120",36.7377049180328,8.02076502732241
"FC_0121",36.7295081967213,7.20314207650274
"FC_0122",26.8803278688525,12.0295081967213
"FC_0123",26.8081967213115,13.1717213114754
"FC_0124",28.1229508196721,11.7523224043716
"FC_0125",29.4491803278689,11.4739071038251
"FC_0126",30.1344262295082,11.004781420765
"FC_0127",29.4901639344262,11.7774590163934
"FC_0128",28.7540983606557,11.7989071038251
"FC_0129",30.7622950819672,10.5580601092896
"FC_0130",29.4032786885246,12.257650273224
"FC_0131",31.1967213114754,10.4218579234973
"FC_0132",32.4229508196721,10.2475409836066
"FC_0133",31.9606557377049,10.6866120218579
"FC_0134",32.1196721311475,10.875956284153
"FC_0135",30.5131147540984,12.807650273224
"FC_0136",31.3983606557377,12.8531420765027
"FC_0137",30.1491803278689,13.6774590163934
"FC_0138",31.8344262295082,12.053825136612
"FC_0139",32.5934426229508,14.3722677595628
"FC_0140",34.227868852459,9.95273224043716
"FC_0141",35.9967213114754,11.7948087431694
"FC_0142",29.3508196721312,12.4036885245902
"FC_0143",34.1147540983607,8.16653005464481
"FC_0144",30.2491803278689,10.0806010928962
"FC_0145",34.7032786885246,8.09781420765028
"FC_0146",34.5540983606557,9.64726775956285
"FC_0147",27.3327868852459,12.8449453551913
"FC_0148",34.7770491803279,10.0521857923497
"FC_0149",31.4983606557377,11.3408469945355
"FC_0150",33.8180327868852,10.0508196721312
"FC_0151",34.4754098360656,9.1464480874317
"FC_0152",33.844262295082,11.2849726775956
"FC_0153",32.6459016393443,10.6666666666667
"FC_0154",30.4114754098361,8.93101092896175
"FC_0155",33.4475409836066,7.39877049180328
"FC_0156",39.3475409836066,10.9234972677596
"FC_0158",28.7655737704918,11.4285519125683
"FC_0159",35.2262295081967,9.46543715846995
"FC_0161",32.8524590163934,9.14494535519126
"FC_0163",33.4081967213115,5.8792349726776
"Feofaniya",28.6672131147541,11.7445355191257
"Georgiyevskoye (Arkhangelsk)",33.5344262295082,6.14439890710383
"Il'menskij",34.7573770491803,7.09139344262295
"Kanivsky",29.1967213114754,11.8463114754098
"Kargopol (Arkhangelsk)",33.0704918032787,6.43907103825137
"Kavkazskij_Babuk-Aul",22.0590163934426,13.1765027322404
"Kavkazskij_Chernorech'e",23.9836065573771,11.2144808743169
"Kavkazskij_Chvezhipse",22.3934426229508,14.1579234972678
"Kavkazskij_Guzeripl'",23.7295081967213,11.707650273224
"Kavkazskij_Hosta",19.6262295081967,17.5280054644809
"Kavkazskij_Karapyr'",22.9754098360656,10.0890710382514
"Kavkazskij_Kisha",23.5032786885246,9.81653005464481
"Kavkazskij_Lagernyj",23.2655737704918,12.4627049180328
"Kavkazskij_Laura",23.5967213114754,13.3691256830601
"Kavkazskij_Pastbishhe Abago",23.6918032786885,10.7255464480874
"Kavkazskij_Psluh",22.944262295082,10.129781420765
"Kavkazskij_Tret'ja Rota",24.044262295082,10.6142076502732
"Kavkazskij_Umpyr'",23.0344262295082,9.93169398907104
"Kavkazskij_Zakan",22.227868852459,8.30956284153006
"Kedrovaya Pad",32.8049180327869,9.16598360655738
"Kenozerskij",32.8393442622951,6.33524590163935
"Kenozerskij_Pershlakhta",32.5688524590164,6.03306010928962
"Kenozerskij_Pocha",32.5754098360656,6.01939890710383
"Kenozerskij_Vershinino",32.6426229508197,6.49535519125683
"Kirovsk (Murmansk)",27.555737704918,2.03838797814208
"Kivach",30.7131147540984,6.24781420765028
"Kochkoma",30.027868852459,5.34699453551913
"Kologrivskiy Les_Manturovsky",33.427868852459,6.8698087431694
"Komsomolskiy",43.9262295081967,4.60696721311476
"Kondinskiye Ozera",40.8098360655738,4.34289617486339
"Konevo (Arkhangelsk)",33.4081967213115,5.8792349726776
"Kordon Berezovy",24.227868852459,13.9217213114754
"Kostomukshskij",30.416393442623,4.97021857923498
"Kronockij",21.7540983606557,3.99877049180328
"Kurtsevo (Arkhangelsk)",36.2196721311475,6.29344262295082
"Ladva",32.1245901639344,6.64289617486339
"Laplandskij",26.9622950819672,2.21775956284153
"Lazovsky",33.7655737704918,7.30874316939891
"Majachino",28.9655737704918,7.80710382513662
"Malaja Sos'va",41.2016393442623,2.94726775956284
"Manushkino-Nyandoma (Arkhangelsk)",33.0508196721311,5.8051912568306
"Mariy Chorda_Plants_Loc-4",35.4540983606557,7.59562841530055
"Medvezhyegorsk",31.0475409836066,5.59357923497268
"Meshchera",33.383606557377,8.67950819672132
"Mezen (Arkhangelsk)",32.4590163934426,3.97855191256831
"Mordovskij",26.1262295081967,8.51612021857924
"Nizhnyaya Posha (Nenets-Arkhangelsk)",32.5131147540984,2.64467213114754
"Nurgush",35.316393442623,6.49248633879782
"Olekma(Bederdjah)",54.1196721311475,-0.935655737704915
"Olekma(Tas-Hajko)",50.716393442623,0.548633879781424
"Olekminskij",49.5672131147541,-0.669125683060106
"Olonets",32.5819672131148,6.35136612021858
"Orlovskoe Polesie",30.2360655737705,9.52199453551913
"Pechoro-Ilychskij",40.3606557377049,3.30245901639345
"Petrozavodsk",30.2213114754098,6.5922131147541
"Pinega (Arkhangelsk)",33.9229508196721,4.63852459016394
"Pinezhskij",32.1049180327869,4.42131147540984
"Polistovskij",29.2819672131148,9.35642076502733
"Prioksko-Terrasnyj",30.9934426229508,9.06174863387979
"Privolzhskaia lesostep_Verkhovya Sury",34.955737704918,8.54699453551913
"Sary-Chelekskij",26.7950819672131,9.15710382513662
"Sihotje-Alinskij",38.0131147540984,3.52650273224044
"Smolenskoe Poozer'e",28.9655737704918,9.20573770491804
"Sortavala",29.6196721311475,7.47964480874317
"Stolby",35.9344262295082,4.52814207650274
"Sura (Arkhangelsk)",35.916393442623,4.96516393442623
"Tashkent Botanical Garden",31.6967213114754,20.7051912568306
"Tigirekskij_Tigirek",33.1655737704918,7.55655737704918
"Tundra (Arkhangelsk)",32.9606557377049,5.12704918032787
"Tungusskij",49.8131147540984,0.934972677595632
"Tuolba",53.2540983606557,-1.89084699453552
"Ugra",30.6868852459016,9.21489071038252
"Umba (Murmansk)",28.6836065573771,4.40150273224044
"Valaam",27.0819672131148,7.95409836065574
"Visherskij",37.8393442622951,2.67827868852459
"Visimskij",35.9065573770492,5.45355191256831
"Volzhsko-Kamskiy",35.472131147541,8.15396174863388
"Voronezhskij zapovednik",33.2803278688525,10.9553278688525
"Zejskij",44.1688524590164,1.9724043715847
"Zheleznodorozhny (Kaliningrad)",25.5409836065574,11.4072404371585
"Zhiguli_Plants_Route_11",35.3409836065574,8.53825136612022
