"site","records","dataset","lat","lon","seasonality","mean_temp"
"p_19294",5,"pep",43.167,16.45,19.4393442622951,20.4015027322404
"p_20583",4,"pep",41.9333,21.3833,26.5901639344262,16.5035519125683
"p_20452",7,"pep",42.3833,18.9167,21.5967213114754,15.3277322404372
"p_1111",38,"pep",52.4333,10.85,22.4885245901639,13.5668032786885
"p_2489",36,"pep",49.6333,7.28333,22.4524590163934,12.7842896174863
"p_450",38,"pep",52.7167,9.25,21.4016393442623,13.6486338797814
"p_7012",27,"pep",48.25,16.35,25.1295081967213,15.3351092896175
"p_19292",16,"pep",45.217,14.133,22.8032786885246,17.1132513661202
"p_3237",35,"pep",48.3333,7.88333,21.9672131147541,14.0840163934426
"p_4852",40,"pep",51.9667,14.5667,24.1918032786885,13.2095628415301
"p_6768",7,"pep",46.1667,8.8,21.0262295081967,13.5275956284153
"p_20584",3,"pep",41.4833,22.1,27.7213114754098,19.2651639344262
"p_6764",7,"pep",46.3333,7.01667,20.9524590163934,12.3513661202186
"p_1466",38,"pep",50.8833,6.45,19.8377049180328,14.1713114754098
"p_6695",28,"pep",48.95,15.0333,24.1049180327869,12.0739071038251
"p_1165",31,"pep",53.6833,7.93333,18.6918032786885,12.200956284153
"p_8273",4,"pep",51.9333,-10.2167,9.75737704918033,13.5024590163934
"p_6817",9,"pep",47.25,7.81667,22.8836065573771,13.2438524590164
"p_6727",8,"pep",46.3333,9.55,17.9573770491803,5.64822404371585
"p_19525",16,"pep",44.8,15.8666,24.1245901639344,16.2968579234973
"p_19529",12,"pep",44.5333,18.6833,25.5934426229508,16.1954918032787
"p_19526",17,"pep",44.05,17.45,25.4147540983607,14.3087431693989
"p_19527",15,"pep",43.866,18.433,24.1901639344262,14.3681693989071
"p_6585",27,"pep",46.7167,15.2667,25.4081967213115,14.4655737704918
"p_6596",23,"pep",48.45,14.3333,22.9459016393443,11.3129781420765
"p_6662",30,"pep",48.85,15.5,24.5180327868853,12.323087431694
"p_6832",2,"pep",46.75,6.48333,22.3590163934426,13.3741803278689
"p_7156",4,"pep",60.6167,26.1667,28.1852459016393,8.14849726775957
"p_7154",4,"pep",60.35,24.9833,26.7426229508197,8.16762295081968
"p_7159",3,"pep",61.3833,25.0333,28.1049180327869,7.76666666666667
"p_7160",3,"pep",62.0167,23.0333,27.5639344262295,7.83838797814208
"p_7163",4,"pep",61.8,29.3167,30.2704918032787,7.32882513661203
"p_7165",4,"pep",62.6,29.7167,30.5393442622951,6.774043715847
"p_7164",3,"pep",62.6333,27.05,29.2475409836066,6.63155737704918
"p_7166",4,"pep",62.7667,30.9667,30.3885245901639,6.08387978142077
"p_7172",3,"pep",63.9167,23.8833,27.8606557377049,7.18784153005465
"p_7168",3,"pep",63.55,29.0167,30.4540983606557,5.90040983606558
"p_7180",3,"pep",67.35,23.8167,30.4655737704918,4.12090163934427
"p_7175",4,"pep",66.3667,29.3,31.4672131147541,3.6551912568306
"p_7174",4,"pep",64.65,28.05,29.1065573770492,5.65040983606558
"p_7181",2,"pep",68.0167,24.15,27.8049180327869,3.55464480874317
"p_7178",4,"pep",67.7333,29.6,27.1590163934426,3.1438524590164
"p_6892",34,"pep",48.6833,17.0167,25.7393442622951,14.6743169398907
"p_6880",25,"pep",48.0667,18.95,26.8688524590164,15.1084699453552
"p_6912",33,"pep",49,18.2333,25.4770491803279,13.4916666666667
"p_6895",35,"pep",48.2167,19.95,26.4475409836066,14.1751366120219
"p_6929",34,"pep",48.7333,21.6167,26.1836065573771,13.7409836065574
"p_6920",28,"pep",48.3667,21.7667,27.2491803278689,14.8049180327869
"p_6887",24,"pep",48.4667,18.3167,24.6573770491803,13.1106557377049
"p_6910",31,"pep",48.9167,18.8833,26.1147540983607,12.5351092896175
"p_6927",30,"pep",48.7167,20.2667,23.9606557377049,11.9352459016393
"p_6942",25,"pep",49.1,20.6833,22.4803278688525,9.73852459016394
"p_19486",26,"pep",49.666,13.65,24.0016393442623,11.9867486338798
"p_20620",7,"pep",51.8356,16.5347,24.4672131147541,12.9852459016393
"p_20622",2,"pep",50.9003,15.7889,25.2098360655738,11.6303278688525
"p_20631",3,"pep",53.1306,16.7472,24.7262295081967,12.5143442622951
"p_20619",5,"pep",52.1811,22.2447,26.3032786885246,11.9982240437159
"p_20630",7,"pep",49.6272,20.6886,25.2,13.6129781420765
"p_20628",2,"pep",53.1072,23.1622,26.5639344262295,11.3751366120219
"p_20617",2,"pep",53.0419,18.5956,25.7327868852459,12.5624316939891
"p_20615",8,"pep",54.5883,16.8542,21.2295081967213,11.5266393442623
"p_20621",1,"pep",51.3533,19.8664,25.8475409836066,12.5136612021858
"p_20632",3,"pep",54.2233,19.5436,24.4180327868852,10.6075136612022
