"V1","station","year","species","stage","phenology","DOY","lat","lon","dataset","tmax","tmax_dynamic","med_month"
1,"fitter",1954,"Acer campestre","ffd",1954-05-10,130,51.80676,1.206607,"nectar",NA,NA,5
2,"fitter",1955,"Acer campestre","ffd",1955-05-11,131,51.80676,1.206607,"nectar",NA,NA,5
3,"fitter",1956,"Acer campestre","ffd",1956-05-16,137,51.80676,1.206607,"nectar",NA,NA,5
4,"fitter",1957,"Acer campestre","ffd",1957-05-01,121,51.80676,1.206607,"nectar",NA,NA,5
5,"fitter",1958,"Acer campestre","ffd",1958-05-08,128,51.80676,1.206607,"nectar",15.2,TRUE,5
6,"fitter",1959,"Acer campestre","ffd",1959-05-09,129,51.80676,1.206607,"nectar",16.9,TRUE,5
7,"fitter",1960,"Acer campestre","ffd",1960-05-09,130,51.80676,1.206607,"nectar",16.5,TRUE,5
8,"fitter",1961,"Acer campestre","ffd",1961-05-09,129,51.80676,1.206607,"nectar",14.7,TRUE,5
9,"fitter",1962,"Acer campestre","ffd",1962-05-12,132,51.80676,1.206607,"nectar",12.9,TRUE,5
10,"fitter",1963,"Acer campestre","ffd",1963-05-04,124,51.80676,1.206607,"nectar",14,TRUE,5
11,"fitter",1964,"Acer campestre","ffd",1964-05-09,130,51.80676,1.206607,"nectar",17.4,TRUE,5
12,"fitter",1965,"Acer campestre","ffd",1965-05-09,129,51.80676,1.206607,"nectar",14.8,TRUE,5
13,"fitter",1967,"Acer campestre","ffd",1967-05-12,132,51.80676,1.206607,"nectar",14.4,TRUE,5
14,"fitter",1968,"Acer campestre","ffd",1968-05-03,124,51.80676,1.206607,"nectar",13.5,TRUE,5
15,"fitter",1969,"Acer campestre","ffd",1969-05-11,131,51.80676,1.206607,"nectar",15.2,TRUE,5
16,"fitter",1970,"Acer campestre","ffd",1970-05-11,131,51.80676,1.206607,"nectar",16.7,TRUE,5
17,"fitter",1971,"Acer campestre","ffd",1971-05-13,133,51.80676,1.206607,"nectar",16.1,TRUE,5
18,"fitter",1972,"Acer campestre","ffd",1972-05-09,130,51.80676,1.206607,"nectar",14.2,TRUE,5
19,"fitter",1974,"Acer campestre","ffd",1974-05-08,128,51.80676,1.206607,"nectar",15,TRUE,5
20,"fitter",1975,"Acer campestre","ffd",1975-05-15,135,51.80676,1.206607,"nectar",13,TRUE,5
21,"fitter",1976,"Acer campestre","ffd",1976-05-08,129,51.80676,1.206607,"nectar",16.7,TRUE,5
22,"fitter",1977,"Acer campestre","ffd",1977-05-10,130,51.80676,1.206607,"nectar",14,TRUE,5
23,"fitter",1979,"Acer campestre","ffd",1979-05-20,140,51.80676,1.206607,"nectar",14.2,TRUE,5
24,"fitter",1980,"Acer campestre","ffd",1980-05-09,130,51.80676,1.206607,"nectar",14.7,TRUE,5
25,"fitter",1981,"Acer campestre","ffd",1981-05-03,123,51.80676,1.206607,"nectar",15.1,TRUE,5
26,"fitter",1982,"Acer campestre","ffd",1982-05-04,124,51.80676,1.206607,"nectar",16.1,TRUE,5
27,"fitter",1983,"Acer campestre","ffd",1983-05-07,127,51.80676,1.206607,"nectar",13.3,TRUE,5
28,"fitter",1984,"Acer campestre","ffd",1984-05-08,129,51.80676,1.206607,"nectar",12.7,TRUE,5
29,"fitter",1985,"Acer campestre","ffd",1985-05-12,132,51.80676,1.206607,"nectar",14.7,TRUE,5
30,"fitter",1986,"Acer campestre","ffd",1986-05-16,136,51.80676,1.206607,"nectar",15.4,TRUE,5
31,"fitter",1987,"Acer campestre","ffd",1987-05-04,124,51.80676,1.206607,"nectar",13.6,TRUE,5
32,"fitter",1988,"Acer campestre","ffd",1988-04-30,121,51.80676,1.206607,"nectar",16,TRUE,5
33,"fitter",1989,"Acer campestre","ffd",1989-04-30,120,51.80676,1.206607,"nectar",18.3,TRUE,5
34,"fitter",1991,"Acer campestre","ffd",1991-05-18,138,51.80676,1.206607,"nectar",13.6,TRUE,5
35,"fitter",1992,"Acer campestre","ffd",1992-05-01,122,51.80676,1.206607,"nectar",18.7,TRUE,5
36,"fitter",1993,"Acer campestre","ffd",1993-04-24,114,51.80676,1.206607,"nectar",16.1,TRUE,5
37,"fitter",1994,"Acer campestre","ffd",1994-04-24,114,51.80676,1.206607,"nectar",14.2,TRUE,5
38,"fitter",1995,"Acer campestre","ffd",1995-05-01,121,51.80676,1.206607,"nectar",16.7,TRUE,5
39,"fitter",1996,"Acer campestre","ffd",1996-05-13,134,51.80676,1.206607,"nectar",13,TRUE,5
40,"fitter",1997,"Acer campestre","ffd",1997-04-27,117,51.80676,1.206607,"nectar",16.2,TRUE,5
41,"fitter",1999,"Acer campestre","ffd",1999-04-08,98,51.80676,1.206607,"nectar",17.1,TRUE,5
42,"fitter",2000,"Acer campestre","ffd",2000-04-22,113,51.80676,1.206607,"nectar",16.6,TRUE,5
43,"fitter",1958,"Acer platanoides","ffd",1958-04-28,118,51.80676,1.206607,"nectar",10.2,TRUE,4
44,"fitter",1960,"Acer platanoides","ffd",1960-04-30,121,51.80676,1.206607,"nectar",12.2,TRUE,4
45,"fitter",1963,"Acer platanoides","ffd",1963-04-21,111,51.80676,1.206607,"nectar",11.5,TRUE,4
46,"fitter",1966,"Acer platanoides","ffd",1966-04-02,92,51.80676,1.206607,"nectar",10.6,TRUE,4
47,"fitter",1967,"Acer platanoides","ffd",1967-03-31,90,51.80676,1.206607,"nectar",10.7,TRUE,4
48,"fitter",1969,"Acer platanoides","ffd",1969-04-23,113,51.80676,1.206607,"nectar",11.5,TRUE,4
49,"fitter",1970,"Acer platanoides","ffd",1970-04-24,114,51.80676,1.206607,"nectar",9.3,TRUE,4
50,"fitter",1971,"Acer platanoides","ffd",1971-04-21,111,51.80676,1.206607,"nectar",10.3,TRUE,4
51,"fitter",1972,"Acer platanoides","ffd",1972-04-11,102,51.80676,1.206607,"nectar",10.8,TRUE,4
52,"fitter",1973,"Acer platanoides","ffd",1973-04-08,98,51.80676,1.206607,"nectar",10.1,TRUE,4
53,"fitter",1974,"Acer platanoides","ffd",1974-04-08,98,51.80676,1.206607,"nectar",11.9,TRUE,4
54,"fitter",1975,"Acer platanoides","ffd",1975-04-07,97,51.80676,1.206607,"nectar",10.7,TRUE,4
55,"fitter",1976,"Acer platanoides","ffd",1976-04-02,93,51.80676,1.206607,"nectar",11.1,TRUE,4
56,"fitter",1977,"Acer platanoides","ffd",1977-04-13,103,51.80676,1.206607,"nectar",10.2,TRUE,4
57,"fitter",1979,"Acer platanoides","ffd",1979-04-22,112,51.80676,1.206607,"nectar",10.7,TRUE,4
58,"fitter",1980,"Acer platanoides","ffd",1980-04-14,105,51.80676,1.206607,"nectar",11.8,TRUE,4
59,"fitter",1981,"Acer platanoides","ffd",1981-03-31,90,51.80676,1.206607,"nectar",10.7,TRUE,4
60,"fitter",1982,"Acer platanoides","ffd",1982-04-02,92,51.80676,1.206607,"nectar",11.6,TRUE,4
61,"fitter",1983,"Acer platanoides","ffd",1983-04-29,119,51.80676,1.206607,"nectar",10.8,TRUE,4
62,"fitter",1984,"Acer platanoides","ffd",1984-04-24,115,51.80676,1.206607,"nectar",11.9,TRUE,4
63,"fitter",1985,"Acer platanoides","ffd",1985-04-14,104,51.80676,1.206607,"nectar",11.7,TRUE,4
64,"fitter",1986,"Acer platanoides","ffd",1986-04-28,118,51.80676,1.206607,"nectar",8.8,TRUE,4
65,"fitter",1987,"Acer platanoides","ffd",1987-04-17,107,51.80676,1.206607,"nectar",13.8,TRUE,4
66,"fitter",1988,"Acer platanoides","ffd",1988-04-12,103,51.80676,1.206607,"nectar",11.3,TRUE,4
67,"fitter",1989,"Acer platanoides","ffd",1989-03-27,86,51.80676,1.206607,"nectar",9.3,TRUE,4
68,"fitter",1990,"Acer platanoides","ffd",1990-03-19,78,51.80676,1.206607,"nectar",12.5,TRUE,4
69,"fitter",1991,"Acer platanoides","ffd",1991-04-02,92,51.80676,1.206607,"nectar",11.5,TRUE,4
70,"fitter",1992,"Acer platanoides","ffd",1992-04-04,95,51.80676,1.206607,"nectar",12,TRUE,4
71,"fitter",1994,"Acer platanoides","ffd",1994-03-29,88,51.80676,1.206607,"nectar",11.4,TRUE,4
72,"fitter",1995,"Acer platanoides","ffd",1995-04-14,104,51.80676,1.206607,"nectar",12.4,TRUE,4
73,"fitter",1997,"Acer platanoides","ffd",1997-03-25,84,51.80676,1.206607,"nectar",12.3,TRUE,4
74,"fitter",1998,"Acer platanoides","ffd",1998-03-30,89,51.80676,1.206607,"nectar",11.4,TRUE,4
75,"fitter",1999,"Acer platanoides","ffd",1999-04-04,94,51.80676,1.206607,"nectar",12.8,TRUE,4
76,"fitter",1954,"Acer pseudoplatanus","ffd",1954-05-02,122,51.80676,1.206607,"nectar",NA,NA,4
77,"fitter",1955,"Acer pseudoplatanus","ffd",1955-05-03,123,51.80676,1.206607,"nectar",NA,NA,4
78,"fitter",1956,"Acer pseudoplatanus","ffd",1956-05-06,127,51.80676,1.206607,"nectar",NA,NA,4
79,"fitter",1957,"Acer pseudoplatanus","ffd",1957-04-27,117,51.80676,1.206607,"nectar",NA,NA,4
80,"fitter",1958,"Acer pseudoplatanus","ffd",1958-05-08,128,51.80676,1.206607,"nectar",10.2,TRUE,4
81,"fitter",1959,"Acer pseudoplatanus","ffd",1959-05-07,127,51.80676,1.206607,"nectar",12.8,TRUE,4
82,"fitter",1960,"Acer pseudoplatanus","ffd",1960-05-20,141,51.80676,1.206607,"nectar",12.2,TRUE,4
83,"fitter",1962,"Acer pseudoplatanus","ffd",1962-04-24,114,51.80676,1.206607,"nectar",10.4,TRUE,4
84,"fitter",1963,"Acer pseudoplatanus","ffd",1963-04-24,114,51.80676,1.206607,"nectar",11.5,TRUE,4
85,"fitter",1964,"Acer pseudoplatanus","ffd",1964-04-27,118,51.80676,1.206607,"nectar",11.3,TRUE,4
86,"fitter",1965,"Acer pseudoplatanus","ffd",1965-04-16,106,51.80676,1.206607,"nectar",11.1,TRUE,4
87,"fitter",1966,"Acer pseudoplatanus","ffd",1966-05-09,129,51.80676,1.206607,"nectar",10.6,TRUE,4
88,"fitter",1967,"Acer pseudoplatanus","ffd",1967-05-09,129,51.80676,1.206607,"nectar",10.7,TRUE,4
89,"fitter",1968,"Acer pseudoplatanus","ffd",1968-04-29,120,51.80676,1.206607,"nectar",12.2,TRUE,4
90,"fitter",1969,"Acer pseudoplatanus","ffd",1969-05-06,126,51.80676,1.206607,"nectar",11.5,TRUE,4
91,"fitter",1970,"Acer pseudoplatanus","ffd",1970-05-06,126,51.80676,1.206607,"nectar",9.3,TRUE,4
92,"fitter",1971,"Acer pseudoplatanus","ffd",1971-04-23,113,51.80676,1.206607,"nectar",10.3,TRUE,4
93,"fitter",1972,"Acer pseudoplatanus","ffd",1972-04-14,105,51.80676,1.206607,"nectar",10.8,TRUE,4
94,"fitter",1974,"Acer pseudoplatanus","ffd",1974-04-21,111,51.80676,1.206607,"nectar",11.9,TRUE,4
95,"fitter",1976,"Acer pseudoplatanus","ffd",1976-04-11,102,51.80676,1.206607,"nectar",11.1,TRUE,4
96,"fitter",1977,"Acer pseudoplatanus","ffd",1977-04-30,120,51.80676,1.206607,"nectar",10.2,TRUE,4
97,"fitter",1979,"Acer pseudoplatanus","ffd",1979-05-04,124,51.80676,1.206607,"nectar",10.7,TRUE,4
98,"fitter",1980,"Acer pseudoplatanus","ffd",1980-05-09,130,51.80676,1.206607,"nectar",11.8,TRUE,4
99,"fitter",1981,"Acer pseudoplatanus","ffd",1981-04-26,116,51.80676,1.206607,"nectar",10.7,TRUE,4
100,"fitter",1982,"Acer pseudoplatanus","ffd",1982-04-21,111,51.80676,1.206607,"nectar",11.6,TRUE,4
101,"fitter",1983,"Acer pseudoplatanus","ffd",1983-05-02,122,51.80676,1.206607,"nectar",10.8,TRUE,4
102,"fitter",1984,"Acer pseudoplatanus","ffd",1984-04-27,118,51.80676,1.206607,"nectar",11.9,TRUE,4
103,"fitter",1985,"Acer pseudoplatanus","ffd",1985-05-04,124,51.80676,1.206607,"nectar",11.7,TRUE,4
104,"fitter",1986,"Acer pseudoplatanus","ffd",1986-05-11,131,51.80676,1.206607,"nectar",8.8,TRUE,4
105,"fitter",1987,"Acer pseudoplatanus","ffd",1987-05-03,123,51.80676,1.206607,"nectar",13.8,TRUE,4
106,"fitter",1988,"Acer pseudoplatanus","ffd",1988-05-01,122,51.80676,1.206607,"nectar",11.3,TRUE,4
107,"fitter",1989,"Acer pseudoplatanus","ffd",1989-04-24,114,51.80676,1.206607,"nectar",9.3,TRUE,4
108,"fitter",1990,"Acer pseudoplatanus","ffd",1990-04-11,101,51.80676,1.206607,"nectar",12.5,TRUE,4
109,"fitter",1991,"Acer pseudoplatanus","ffd",1991-05-04,124,51.80676,1.206607,"nectar",11.5,TRUE,4
110,"fitter",1992,"Acer pseudoplatanus","ffd",1992-04-19,110,51.80676,1.206607,"nectar",12,TRUE,4
111,"fitter",1993,"Acer pseudoplatanus","ffd",1993-04-18,108,51.80676,1.206607,"nectar",13.1,TRUE,4
112,"fitter",1994,"Acer pseudoplatanus","ffd",1994-04-27,117,51.80676,1.206607,"nectar",11.4,TRUE,4
113,"fitter",1995,"Acer pseudoplatanus","ffd",1995-05-05,125,51.80676,1.206607,"nectar",12.4,TRUE,4
114,"fitter",1996,"Acer pseudoplatanus","ffd",1996-05-09,130,51.80676,1.206607,"nectar",12.5,TRUE,4
115,"fitter",1997,"Acer pseudoplatanus","ffd",1997-04-27,117,51.80676,1.206607,"nectar",12.3,TRUE,4
116,"fitter",1999,"Acer pseudoplatanus","ffd",1999-04-13,103,51.80676,1.206607,"nectar",12.8,TRUE,4
117,"fitter",1954,"Achillea millefolium","ffd",1954-05-31,151,51.80676,1.206607,"nectar",NA,NA,6
118,"fitter",1955,"Achillea millefolium","ffd",1955-06-23,174,51.80676,1.206607,"nectar",NA,NA,6
119,"fitter",1956,"Achillea millefolium","ffd",1956-06-16,168,51.80676,1.206607,"nectar",NA,NA,6
120,"fitter",1957,"Achillea millefolium","ffd",1957-06-25,176,51.80676,1.206607,"nectar",NA,NA,6
121,"fitter",1958,"Achillea millefolium","ffd",1958-06-19,170,51.80676,1.206607,"nectar",17.7,TRUE,6
122,"fitter",1959,"Achillea millefolium","ffd",1959-06-23,174,51.80676,1.206607,"nectar",20.2,TRUE,6
123,"fitter",1960,"Achillea millefolium","ffd",1960-06-07,159,51.80676,1.206607,"nectar",20.5,TRUE,6
124,"fitter",1961,"Achillea millefolium","ffd",1961-06-07,158,51.80676,1.206607,"nectar",19.6,TRUE,6
125,"fitter",1962,"Achillea millefolium","ffd",1962-06-29,180,51.80676,1.206607,"nectar",18.2,TRUE,6
126,"fitter",1963,"Achillea millefolium","ffd",1963-06-15,166,51.80676,1.206607,"nectar",18.4,TRUE,6
127,"fitter",1964,"Achillea millefolium","ffd",1964-07-02,184,51.80676,1.206607,"nectar",18.1,TRUE,6
128,"fitter",1966,"Achillea millefolium","ffd",1966-06-08,159,51.80676,1.206607,"nectar",19.9,TRUE,6
129,"fitter",1968,"Achillea millefolium","ffd",1968-06-28,180,51.80676,1.206607,"nectar",18.6,TRUE,6
130,"fitter",1969,"Achillea millefolium","ffd",1969-06-27,178,51.80676,1.206607,"nectar",18.4,TRUE,6
131,"fitter",1970,"Achillea millefolium","ffd",1970-06-15,166,51.80676,1.206607,"nectar",21.1,TRUE,6
132,"fitter",1971,"Achillea millefolium","ffd",1971-06-20,171,51.80676,1.206607,"nectar",16.2,TRUE,6
133,"fitter",1973,"Achillea millefolium","ffd",1973-06-23,174,51.80676,1.206607,"nectar",19.6,TRUE,6
134,"fitter",1975,"Achillea millefolium","ffd",1975-06-23,174,51.80676,1.206607,"nectar",19.2,TRUE,6
135,"fitter",1976,"Achillea millefolium","ffd",1976-06-13,165,51.80676,1.206607,"nectar",22.7,TRUE,6
136,"fitter",1978,"Achillea millefolium","ffd",1978-06-30,181,51.80676,1.206607,"nectar",17.8,TRUE,6
137,"fitter",1979,"Achillea millefolium","ffd",1979-06-18,169,51.80676,1.206607,"nectar",17.7,TRUE,6
138,"fitter",1980,"Achillea millefolium","ffd",1980-06-17,169,51.80676,1.206607,"nectar",17.9,TRUE,6
139,"fitter",1981,"Achillea millefolium","ffd",1981-06-23,174,51.80676,1.206607,"nectar",16.9,TRUE,6
140,"fitter",1982,"Achillea millefolium","ffd",1982-06-11,162,51.80676,1.206607,"nectar",19.3,TRUE,6
141,"fitter",1983,"Achillea millefolium","ffd",1983-06-28,179,51.80676,1.206607,"nectar",18.7,TRUE,6
142,"fitter",1984,"Achillea millefolium","ffd",1984-06-24,176,51.80676,1.206607,"nectar",18.5,TRUE,6
143,"fitter",1986,"Achillea millefolium","ffd",1986-06-19,170,51.80676,1.206607,"nectar",19.5,TRUE,6
144,"fitter",1988,"Achillea millefolium","ffd",1988-07-03,185,51.80676,1.206607,"nectar",17.5,TRUE,6
145,"fitter",1989,"Achillea millefolium","ffd",1989-06-20,171,51.80676,1.206607,"nectar",19.6,TRUE,6
146,"fitter",1990,"Achillea millefolium","ffd",1990-06-03,154,51.80676,1.206607,"nectar",18.1,TRUE,6
147,"fitter",1992,"Achillea millefolium","ffd",1992-06-18,170,51.80676,1.206607,"nectar",20.5,TRUE,6
148,"fitter",1994,"Achillea millefolium","ffd",1994-05-18,138,51.80676,1.206607,"nectar",19.1,TRUE,6
149,"fitter",1996,"Achillea millefolium","ffd",1996-06-19,171,51.80676,1.206607,"nectar",19.6,TRUE,6
150,"fitter",1997,"Achillea millefolium","ffd",1997-06-21,172,51.80676,1.206607,"nectar",18.2,TRUE,6
151,"fitter",1998,"Achillea millefolium","ffd",1998-06-21,172,51.80676,1.206607,"nectar",18.2,TRUE,6
152,"fitter",1999,"Achillea millefolium","ffd",1999-05-17,137,51.80676,1.206607,"nectar",18.4,TRUE,6
153,"fitter",2000,"Achillea millefolium","ffd",2000-06-21,173,51.80676,1.206607,"nectar",19,TRUE,6
154,"fitter",1955,"Achillea ptarmica","ffd",1955-07-28,209,51.80676,1.206607,"nectar",NA,NA,7
155,"fitter",1956,"Achillea ptarmica","ffd",1956-07-31,213,51.80676,1.206607,"nectar",NA,NA,7
156,"fitter",1957,"Achillea ptarmica","ffd",1957-07-14,195,51.80676,1.206607,"nectar",NA,NA,7
157,"fitter",1958,"Achillea ptarmica","ffd",1958-07-23,204,51.80676,1.206607,"nectar",20.4,TRUE,7
158,"fitter",1959,"Achillea ptarmica","ffd",1959-07-02,183,51.80676,1.206607,"nectar",23.5,TRUE,7
159,"fitter",1962,"Achillea ptarmica","ffd",1962-07-20,201,51.80676,1.206607,"nectar",18.5,TRUE,7
160,"fitter",1963,"Achillea ptarmica","ffd",1963-07-16,197,51.80676,1.206607,"nectar",19.7,TRUE,7
161,"fitter",1970,"Achillea ptarmica","ffd",1970-06-21,172,51.80676,1.206607,"nectar",20,TRUE,7
162,"fitter",1971,"Achillea ptarmica","ffd",1971-07-12,193,51.80676,1.206607,"nectar",22.1,TRUE,7
163,"fitter",1973,"Achillea ptarmica","ffd",1973-07-28,209,51.80676,1.206607,"nectar",20.4,TRUE,7
164,"fitter",1977,"Achillea ptarmica","ffd",1977-07-10,191,51.80676,1.206607,"nectar",20.3,TRUE,7
165,"fitter",1979,"Achillea ptarmica","ffd",1979-08-04,216,51.80676,1.206607,"nectar",20.6,TRUE,7
166,"fitter",1982,"Achillea ptarmica","ffd",1982-07-10,191,51.80676,1.206607,"nectar",21.6,TRUE,7
167,"fitter",1983,"Achillea ptarmica","ffd",1983-07-16,197,51.80676,1.206607,"nectar",24.7,TRUE,7
168,"fitter",1985,"Achillea ptarmica","ffd",1985-07-11,192,51.80676,1.206607,"nectar",21.1,TRUE,7
169,"fitter",1986,"Achillea ptarmica","ffd",1986-08-04,216,51.80676,1.206607,"nectar",20.9,TRUE,7
170,"fitter",1988,"Achillea ptarmica","ffd",1988-07-26,208,51.80676,1.206607,"nectar",19.1,TRUE,7
171,"fitter",1990,"Achillea ptarmica","ffd",1990-07-09,190,51.80676,1.206607,"nectar",22.4,TRUE,7
172,"fitter",1991,"Achillea ptarmica","ffd",1991-07-28,209,51.80676,1.206607,"nectar",22.1,TRUE,7
173,"fitter",1992,"Achillea ptarmica","ffd",1992-08-01,214,51.80676,1.206607,"nectar",21.3,TRUE,7
174,"fitter",1993,"Achillea ptarmica","ffd",1993-07-20,201,51.80676,1.206607,"nectar",20.4,TRUE,7
175,"fitter",1994,"Achillea ptarmica","ffd",1994-07-21,202,51.80676,1.206607,"nectar",24.1,TRUE,7
176,"fitter",1996,"Achillea ptarmica","ffd",1996-08-03,216,51.80676,1.206607,"nectar",21.5,TRUE,7
177,"fitter",1997,"Achillea ptarmica","ffd",1997-07-30,211,51.80676,1.206607,"nectar",21.5,TRUE,7
178,"fitter",1999,"Achillea ptarmica","ffd",1999-07-18,199,51.80676,1.206607,"nectar",23,TRUE,7
179,"fitter",1954,"Adoxa moschatellina","ffd",1954-03-26,85,51.80676,1.206607,"nectar",NA,NA,3
180,"fitter",1956,"Adoxa moschatellina","ffd",1956-04-04,95,51.80676,1.206607,"nectar",NA,NA,3
181,"fitter",1957,"Adoxa moschatellina","ffd",1957-03-09,68,51.80676,1.206607,"nectar",NA,NA,3
182,"fitter",1958,"Adoxa moschatellina","ffd",1958-03-08,67,51.80676,1.206607,"nectar",6.7,TRUE,3
183,"fitter",1959,"Adoxa moschatellina","ffd",1959-03-30,89,51.80676,1.206607,"nectar",10.9,TRUE,3
184,"fitter",1960,"Adoxa moschatellina","ffd",1960-04-12,103,51.80676,1.206607,"nectar",9.10000000000001,TRUE,3
185,"fitter",1961,"Adoxa moschatellina","ffd",1961-03-08,67,51.80676,1.206607,"nectar",12.5,TRUE,3
186,"fitter",1962,"Adoxa moschatellina","ffd",1962-04-12,102,51.80676,1.206607,"nectar",6,TRUE,3
187,"fitter",1963,"Adoxa moschatellina","ffd",1963-04-14,104,51.80676,1.206607,"nectar",8.5,TRUE,3
188,"fitter",1964,"Adoxa moschatellina","ffd",1964-04-11,102,51.80676,1.206607,"nectar",5.7,TRUE,3
189,"fitter",1965,"Adoxa moschatellina","ffd",1965-04-02,92,51.80676,1.206607,"nectar",8.60000000000001,TRUE,3
190,"fitter",1966,"Adoxa moschatellina","ffd",1966-03-22,81,51.80676,1.206607,"nectar",9.90000000000001,TRUE,3
191,"fitter",1967,"Adoxa moschatellina","ffd",1967-03-11,70,51.80676,1.206607,"nectar",10.8,TRUE,3
192,"fitter",1968,"Adoxa moschatellina","ffd",1968-04-08,99,51.80676,1.206607,"nectar",9.8,TRUE,3
193,"fitter",1969,"Adoxa moschatellina","ffd",1969-04-13,103,51.80676,1.206607,"nectar",6.10000000000001,TRUE,3
194,"fitter",1970,"Adoxa moschatellina","ffd",1970-04-16,106,51.80676,1.206607,"nectar",6.90000000000001,TRUE,3
195,"fitter",1971,"Adoxa moschatellina","ffd",1971-03-26,85,51.80676,1.206607,"nectar",7.40000000000001,TRUE,3
196,"fitter",1972,"Adoxa moschatellina","ffd",1972-03-25,85,51.80676,1.206607,"nectar",10.9,TRUE,3
197,"fitter",1973,"Adoxa moschatellina","ffd",1973-03-17,76,51.80676,1.206607,"nectar",10,TRUE,3
198,"fitter",1974,"Adoxa moschatellina","ffd",1974-03-25,84,51.80676,1.206607,"nectar",9,TRUE,3
199,"fitter",1975,"Adoxa moschatellina","ffd",1975-02-22,53,51.80676,1.206607,"nectar",7,TRUE,3
200,"fitter",1976,"Adoxa moschatellina","ffd",1976-03-20,80,51.80676,1.206607,"nectar",7.3,TRUE,3
201,"fitter",1977,"Adoxa moschatellina","ffd",1977-04-10,100,51.80676,1.206607,"nectar",10,TRUE,3
202,"fitter",1978,"Adoxa moschatellina","ffd",1978-04-07,97,51.80676,1.206607,"nectar",10.2,TRUE,3
203,"fitter",1979,"Adoxa moschatellina","ffd",1979-04-16,106,51.80676,1.206607,"nectar",7.8,TRUE,3
204,"fitter",1980,"Adoxa moschatellina","ffd",1980-03-28,88,51.80676,1.206607,"nectar",7.90000000000001,TRUE,3
205,"fitter",1981,"Adoxa moschatellina","ffd",1981-03-21,80,51.80676,1.206607,"nectar",10.5,TRUE,3
206,"fitter",1982,"Adoxa moschatellina","ffd",1982-04-02,92,51.80676,1.206607,"nectar",9.40000000000001,TRUE,3
207,"fitter",1984,"Adoxa moschatellina","ffd",1984-04-13,104,51.80676,1.206607,"nectar",7.3,TRUE,3
208,"fitter",1985,"Adoxa moschatellina","ffd",1985-03-13,72,51.80676,1.206607,"nectar",7.60000000000001,TRUE,3
209,"fitter",1986,"Adoxa moschatellina","ffd",1986-05-25,145,51.80676,1.206607,"nectar",8.2,TRUE,3
210,"fitter",1987,"Adoxa moschatellina","ffd",1987-04-12,102,51.80676,1.206607,"nectar",6.60000000000001,TRUE,3
211,"fitter",1988,"Adoxa moschatellina","ffd",1988-03-31,91,51.80676,1.206607,"nectar",9,TRUE,3
212,"fitter",1989,"Adoxa moschatellina","ffd",1989-03-22,81,51.80676,1.206607,"nectar",11.6,TRUE,3
213,"fitter",1990,"Adoxa moschatellina","ffd",1990-03-14,73,51.80676,1.206607,"nectar",12.2,TRUE,3
214,"fitter",1991,"Adoxa moschatellina","ffd",1991-04-06,96,51.80676,1.206607,"nectar",11.6,TRUE,3
215,"fitter",1992,"Adoxa moschatellina","ffd",1992-03-19,79,51.80676,1.206607,"nectar",10.1,TRUE,3
216,"fitter",1993,"Adoxa moschatellina","ffd",1993-03-19,78,51.80676,1.206607,"nectar",9.90000000000001,TRUE,3
217,"fitter",1994,"Adoxa moschatellina","ffd",1994-02-19,50,51.80676,1.206607,"nectar",11,TRUE,3
218,"fitter",1995,"Adoxa moschatellina","ffd",1995-03-11,70,51.80676,1.206607,"nectar",9.60000000000001,TRUE,3
219,"fitter",1996,"Adoxa moschatellina","ffd",1996-04-22,113,51.80676,1.206607,"nectar",6.8,TRUE,3
220,"fitter",1997,"Adoxa moschatellina","ffd",1997-03-18,77,51.80676,1.206607,"nectar",11.9,TRUE,3
221,"fitter",1998,"Adoxa moschatellina","ffd",1998-03-19,78,51.80676,1.206607,"nectar",10.8,TRUE,3
222,"fitter",2000,"Adoxa moschatellina","ffd",2000-03-22,82,51.80676,1.206607,"nectar",10.4,TRUE,3
223,"fitter",1954,"Aegopodium podagraria","ffd",1954-06-09,160,51.80676,1.206607,"nectar",NA,NA,6
224,"fitter",1955,"Aegopodium podagraria","ffd",1955-06-06,157,51.80676,1.206607,"nectar",NA,NA,6
225,"fitter",1956,"Aegopodium podagraria","ffd",1956-06-01,153,51.80676,1.206607,"nectar",NA,NA,6
226,"fitter",1957,"Aegopodium podagraria","ffd",1957-05-12,132,51.80676,1.206607,"nectar",NA,NA,6
227,"fitter",1959,"Aegopodium podagraria","ffd",1959-05-23,143,51.80676,1.206607,"nectar",20.2,TRUE,6
228,"fitter",1960,"Aegopodium podagraria","ffd",1960-05-22,143,51.80676,1.206607,"nectar",20.5,TRUE,6
229,"fitter",1961,"Aegopodium podagraria","ffd",1961-05-17,137,51.80676,1.206607,"nectar",19.6,TRUE,6
230,"fitter",1963,"Aegopodium podagraria","ffd",1963-06-11,162,51.80676,1.206607,"nectar",18.4,TRUE,6
231,"fitter",1964,"Aegopodium podagraria","ffd",1964-06-03,155,51.80676,1.206607,"nectar",18.1,TRUE,6
232,"fitter",1965,"Aegopodium podagraria","ffd",1965-06-01,152,51.80676,1.206607,"nectar",18,TRUE,6
233,"fitter",1966,"Aegopodium podagraria","ffd",1966-05-21,141,51.80676,1.206607,"nectar",19.9,TRUE,6
234,"fitter",1967,"Aegopodium podagraria","ffd",1967-05-27,147,51.80676,1.206607,"nectar",18,TRUE,6
