"V1","station","year","species","stage","phenology","DOY","lat","lon","dataset","tmax","tmax_dynamic","med_month"
12846,"fitter",1959,"Ulmus glabra","ffd",1959-03-08,67,51.80676,1.206607,"nectar",10.9,TRUE,3
12847,"fitter",1960,"Ulmus glabra","ffd",1960-03-21,81,51.80676,1.206607,"nectar",9.10000000000001,TRUE,3
12848,"fitter",1961,"Ulmus glabra","ffd",1961-02-26,57,51.80676,1.206607,"nectar",12.5,TRUE,3
12849,"fitter",1962,"Ulmus glabra","ffd",1962-03-31,90,51.80676,1.206607,"nectar",6,TRUE,3
12850,"fitter",1963,"Ulmus glabra","ffd",1963-04-10,100,51.80676,1.206607,"nectar",8.5,TRUE,3
12851,"fitter",1964,"Ulmus glabra","ffd",1964-03-31,91,51.80676,1.206607,"nectar",5.7,TRUE,3
12852,"fitter",1965,"Ulmus glabra","ffd",1965-03-26,85,51.80676,1.206607,"nectar",8.60000000000001,TRUE,3
12853,"fitter",1966,"Ulmus glabra","ffd",1966-03-22,81,51.80676,1.206607,"nectar",9.90000000000001,TRUE,3
12854,"fitter",1967,"Ulmus glabra","ffd",1967-02-22,53,51.80676,1.206607,"nectar",10.8,TRUE,3
12855,"fitter",1970,"Ulmus glabra","ffd",1970-03-24,83,51.80676,1.206607,"nectar",6.90000000000001,TRUE,3
12856,"fitter",1971,"Ulmus glabra","ffd",1971-03-21,80,51.80676,1.206607,"nectar",7.40000000000001,TRUE,3
12857,"fitter",1972,"Ulmus glabra","ffd",1972-03-27,87,51.80676,1.206607,"nectar",10.9,TRUE,3
12858,"fitter",1973,"Ulmus glabra","ffd",1973-03-08,67,51.80676,1.206607,"nectar",10,TRUE,3
12859,"fitter",1974,"Ulmus glabra","ffd",1974-02-27,58,51.80676,1.206607,"nectar",9,TRUE,3
12860,"fitter",1975,"Ulmus glabra","ffd",1975-03-14,73,51.80676,1.206607,"nectar",7,TRUE,3
12861,"fitter",1976,"Ulmus glabra","ffd",1976-02-27,58,51.80676,1.206607,"nectar",7.3,TRUE,3
12862,"fitter",1979,"Ulmus glabra","ffd",1979-04-15,105,51.80676,1.206607,"nectar",7.8,TRUE,3
12863,"fitter",1980,"Ulmus glabra","ffd",1980-03-15,75,51.80676,1.206607,"nectar",7.90000000000001,TRUE,3
12864,"fitter",1981,"Ulmus glabra","ffd",1981-03-13,72,51.80676,1.206607,"nectar",10.5,TRUE,3
12865,"fitter",1982,"Ulmus glabra","ffd",1982-04-02,92,51.80676,1.206607,"nectar",9.40000000000001,TRUE,3
12866,"fitter",1983,"Ulmus glabra","ffd",1983-03-19,78,51.80676,1.206607,"nectar",9.40000000000001,TRUE,3
12867,"fitter",1984,"Ulmus glabra","ffd",1984-04-07,98,51.80676,1.206607,"nectar",7.3,TRUE,3
12868,"fitter",1986,"Ulmus glabra","ffd",1986-04-25,115,51.80676,1.206607,"nectar",8.2,TRUE,3
12869,"fitter",1987,"Ulmus glabra","ffd",1987-04-04,94,51.80676,1.206607,"nectar",6.60000000000001,TRUE,3
12870,"fitter",1988,"Ulmus glabra","ffd",1988-03-18,78,51.80676,1.206607,"nectar",9,TRUE,3
12871,"fitter",1989,"Ulmus glabra","ffd",1989-03-06,65,51.80676,1.206607,"nectar",11.6,TRUE,3
12872,"fitter",1991,"Ulmus glabra","ffd",1991-03-19,78,51.80676,1.206607,"nectar",11.6,TRUE,3
12873,"fitter",1993,"Ulmus glabra","ffd",1993-03-17,76,51.80676,1.206607,"nectar",9.90000000000001,TRUE,3
12874,"fitter",1994,"Ulmus glabra","ffd",1994-03-17,76,51.80676,1.206607,"nectar",11,TRUE,3
12875,"fitter",1995,"Ulmus glabra","ffd",1995-03-26,85,51.80676,1.206607,"nectar",9.60000000000001,TRUE,3
12876,"fitter",1996,"Ulmus glabra","ffd",1996-04-16,107,51.80676,1.206607,"nectar",6.8,TRUE,3
12877,"fitter",1997,"Ulmus glabra","ffd",1997-03-22,81,51.80676,1.206607,"nectar",11.9,TRUE,3
12878,"fitter",2000,"Ulmus glabra","ffd",2000-03-17,77,51.80676,1.206607,"nectar",10.4,TRUE,3
12879,"fitter",1954,"Urtica dioica","ffd",1954-06-09,160,51.80676,1.206607,"nectar",NA,NA,5
12880,"fitter",1955,"Urtica dioica","ffd",1955-06-02,153,51.80676,1.206607,"nectar",NA,NA,5
12881,"fitter",1956,"Urtica dioica","ffd",1956-06-14,166,51.80676,1.206607,"nectar",NA,NA,5
12882,"fitter",1957,"Urtica dioica","ffd",1957-05-25,145,51.80676,1.206607,"nectar",NA,NA,5
12883,"fitter",1958,"Urtica dioica","ffd",1958-06-15,166,51.80676,1.206607,"nectar",15.2,TRUE,5
12884,"fitter",1959,"Urtica dioica","ffd",1959-05-21,141,51.80676,1.206607,"nectar",16.9,TRUE,5
12885,"fitter",1960,"Urtica dioica","ffd",1960-05-22,143,51.80676,1.206607,"nectar",16.5,TRUE,5
12886,"fitter",1961,"Urtica dioica","ffd",1961-05-27,147,51.80676,1.206607,"nectar",14.7,TRUE,5
12887,"fitter",1963,"Urtica dioica","ffd",1963-05-29,149,51.80676,1.206607,"nectar",14,TRUE,5
12888,"fitter",1964,"Urtica dioica","ffd",1964-05-26,147,51.80676,1.206607,"nectar",17.4,TRUE,5
12889,"fitter",1965,"Urtica dioica","ffd",1965-06-03,154,51.80676,1.206607,"nectar",14.8,TRUE,5
12890,"fitter",1966,"Urtica dioica","ffd",1966-06-03,154,51.80676,1.206607,"nectar",15.4,TRUE,5
12891,"fitter",1967,"Urtica dioica","ffd",1967-05-26,146,51.80676,1.206607,"nectar",14.4,TRUE,5
12892,"fitter",1968,"Urtica dioica","ffd",1968-06-04,156,51.80676,1.206607,"nectar",13.5,TRUE,5
12893,"fitter",1969,"Urtica dioica","ffd",1969-06-13,164,51.80676,1.206607,"nectar",15.2,TRUE,5
12894,"fitter",1971,"Urtica dioica","ffd",1971-05-26,146,51.80676,1.206607,"nectar",16.1,TRUE,5
12895,"fitter",1973,"Urtica dioica","ffd",1973-06-03,154,51.80676,1.206607,"nectar",14.9,TRUE,5
12896,"fitter",1974,"Urtica dioica","ffd",1974-06-02,153,51.80676,1.206607,"nectar",15,TRUE,5
12897,"fitter",1975,"Urtica dioica","ffd",1975-05-29,149,51.80676,1.206607,"nectar",13,TRUE,5
12898,"fitter",1977,"Urtica dioica","ffd",1977-05-30,150,51.80676,1.206607,"nectar",14,TRUE,5
12899,"fitter",1978,"Urtica dioica","ffd",1978-05-29,149,51.80676,1.206607,"nectar",14.7,TRUE,5
12900,"fitter",1979,"Urtica dioica","ffd",1979-05-30,150,51.80676,1.206607,"nectar",14.2,TRUE,5
12901,"fitter",1980,"Urtica dioica","ffd",1980-05-30,151,51.80676,1.206607,"nectar",14.7,TRUE,5
12902,"fitter",1981,"Urtica dioica","ffd",1981-05-23,143,51.80676,1.206607,"nectar",15.1,TRUE,5
12903,"fitter",1982,"Urtica dioica","ffd",1982-05-15,135,51.80676,1.206607,"nectar",16.1,TRUE,5
12904,"fitter",1983,"Urtica dioica","ffd",1983-06-06,157,51.80676,1.206607,"nectar",13.3,TRUE,5
12905,"fitter",1984,"Urtica dioica","ffd",1984-05-25,146,51.80676,1.206607,"nectar",12.7,TRUE,5
12906,"fitter",1985,"Urtica dioica","ffd",1985-06-06,157,51.80676,1.206607,"nectar",14.7,TRUE,5
12907,"fitter",1986,"Urtica dioica","ffd",1986-06-07,158,51.80676,1.206607,"nectar",15.4,TRUE,5
12908,"fitter",1987,"Urtica dioica","ffd",1987-05-31,151,51.80676,1.206607,"nectar",13.6,TRUE,5
12909,"fitter",1988,"Urtica dioica","ffd",1988-06-06,158,51.80676,1.206607,"nectar",16,TRUE,5
12910,"fitter",1989,"Urtica dioica","ffd",1989-05-30,150,51.80676,1.206607,"nectar",18.3,TRUE,5
12911,"fitter",1990,"Urtica dioica","ffd",1990-05-13,133,51.80676,1.206607,"nectar",17.9,TRUE,5
12912,"fitter",1991,"Urtica dioica","ffd",1991-06-12,163,51.80676,1.206607,"nectar",13.6,TRUE,5
12913,"fitter",1992,"Urtica dioica","ffd",1992-05-23,144,51.80676,1.206607,"nectar",18.7,TRUE,5
12914,"fitter",1993,"Urtica dioica","ffd",1993-05-22,142,51.80676,1.206607,"nectar",16.1,TRUE,5
12915,"fitter",1994,"Urtica dioica","ffd",1994-05-10,130,51.80676,1.206607,"nectar",14.2,TRUE,5
12916,"fitter",1996,"Urtica dioica","ffd",1996-06-01,153,51.80676,1.206607,"nectar",13,TRUE,5
12917,"fitter",1997,"Urtica dioica","ffd",1997-05-21,141,51.80676,1.206607,"nectar",16.2,TRUE,5
12918,"fitter",1998,"Urtica dioica","ffd",1998-05-23,143,51.80676,1.206607,"nectar",17.5,TRUE,5
12919,"fitter",1999,"Urtica dioica","ffd",1999-05-17,137,51.80676,1.206607,"nectar",17.1,TRUE,5
12920,"fitter",2000,"Urtica dioica","ffd",2000-05-25,146,51.80676,1.206607,"nectar",16.6,TRUE,5
12921,"fitter",1956,"Valerianella dentata","ffd",1956-07-10,192,51.80676,1.206607,"nectar",NA,NA,7
12922,"fitter",1959,"Valerianella dentata","ffd",1959-07-26,207,51.80676,1.206607,"nectar",23.5,TRUE,7
12923,"fitter",1960,"Valerianella dentata","ffd",1960-07-02,184,51.80676,1.206607,"nectar",19,TRUE,7
12924,"fitter",1963,"Valerianella dentata","ffd",1963-07-24,205,51.80676,1.206607,"nectar",19.7,TRUE,7
12925,"fitter",1964,"Valerianella dentata","ffd",1964-07-07,189,51.80676,1.206607,"nectar",21.1,TRUE,7
12926,"fitter",1965,"Valerianella dentata","ffd",1965-07-19,200,51.80676,1.206607,"nectar",18.1,TRUE,7
12927,"fitter",1966,"Valerianella dentata","ffd",1966-06-17,168,51.80676,1.206607,"nectar",19.2,TRUE,7
12928,"fitter",1969,"Valerianella dentata","ffd",1969-07-26,207,51.80676,1.206607,"nectar",22,TRUE,7
12929,"fitter",1972,"Valerianella dentata","ffd",1972-07-19,201,51.80676,1.206607,"nectar",20.1,TRUE,7
12930,"fitter",1976,"Valerianella dentata","ffd",1976-07-01,183,51.80676,1.206607,"nectar",24.3,TRUE,7
12931,"fitter",1978,"Valerianella dentata","ffd",1978-06-24,175,51.80676,1.206607,"nectar",18.7,TRUE,7
12932,"fitter",1979,"Valerianella dentata","ffd",1979-07-09,190,51.80676,1.206607,"nectar",20.6,TRUE,7
12933,"fitter",1980,"Valerianella dentata","ffd",1980-07-24,206,51.80676,1.206607,"nectar",18.8,TRUE,7
12934,"fitter",1981,"Valerianella dentata","ffd",1981-07-15,196,51.80676,1.206607,"nectar",20.1,TRUE,7
12935,"fitter",1984,"Valerianella dentata","ffd",1984-07-25,207,51.80676,1.206607,"nectar",21.2,TRUE,7
12936,"fitter",1985,"Valerianella dentata","ffd",1985-07-15,196,51.80676,1.206607,"nectar",21.1,TRUE,7
12937,"fitter",1986,"Valerianella dentata","ffd",1986-07-01,182,51.80676,1.206607,"nectar",20.9,TRUE,7
12938,"fitter",1988,"Valerianella dentata","ffd",1988-06-30,182,51.80676,1.206607,"nectar",19.1,TRUE,7
12939,"fitter",1989,"Valerianella dentata","ffd",1989-07-10,191,51.80676,1.206607,"nectar",23.2,TRUE,7
12940,"fitter",1990,"Valerianella dentata","ffd",1990-06-19,170,51.80676,1.206607,"nectar",22.4,TRUE,7
12941,"fitter",1991,"Valerianella dentata","ffd",1991-07-27,208,51.80676,1.206607,"nectar",22.1,TRUE,7
12942,"fitter",1992,"Valerianella dentata","ffd",1992-07-12,194,51.80676,1.206607,"nectar",21.3,TRUE,7
12943,"fitter",1993,"Valerianella dentata","ffd",1993-07-11,192,51.80676,1.206607,"nectar",20.4,TRUE,7
12944,"fitter",1994,"Valerianella dentata","ffd",1994-07-24,205,51.80676,1.206607,"nectar",24.1,TRUE,7
12945,"fitter",1996,"Valerianella dentata","ffd",1996-07-21,203,51.80676,1.206607,"nectar",21.5,TRUE,7
12946,"fitter",1955,"Valerianella locusta","ffd",1955-05-10,130,51.80676,1.206607,"nectar",NA,NA,4
12947,"fitter",1956,"Valerianella locusta","ffd",1956-04-21,112,51.80676,1.206607,"nectar",NA,NA,4
12948,"fitter",1957,"Valerianella locusta","ffd",1957-04-12,102,51.80676,1.206607,"nectar",NA,NA,4
12949,"fitter",1961,"Valerianella locusta","ffd",1961-04-16,106,51.80676,1.206607,"nectar",13.4,TRUE,4
12950,"fitter",1963,"Valerianella locusta","ffd",1963-05-09,129,51.80676,1.206607,"nectar",11.5,TRUE,4
12951,"fitter",1967,"Valerianella locusta","ffd",1967-05-10,130,51.80676,1.206607,"nectar",10.7,TRUE,4
12952,"fitter",1971,"Valerianella locusta","ffd",1971-04-25,115,51.80676,1.206607,"nectar",10.3,TRUE,4
12953,"fitter",1972,"Valerianella locusta","ffd",1972-04-28,119,51.80676,1.206607,"nectar",10.8,TRUE,4
12954,"fitter",1973,"Valerianella locusta","ffd",1973-04-21,111,51.80676,1.206607,"nectar",10.1,TRUE,4
12955,"fitter",1974,"Valerianella locusta","ffd",1974-05-04,124,51.80676,1.206607,"nectar",11.9,TRUE,4
12956,"fitter",1976,"Valerianella locusta","ffd",1976-04-30,121,51.80676,1.206607,"nectar",11.1,TRUE,4
12957,"fitter",1979,"Valerianella locusta","ffd",1979-05-19,139,51.80676,1.206607,"nectar",10.7,TRUE,4
12958,"fitter",1981,"Valerianella locusta","ffd",1981-04-20,110,51.80676,1.206607,"nectar",10.7,TRUE,4
12959,"fitter",1983,"Valerianella locusta","ffd",1983-05-12,132,51.80676,1.206607,"nectar",10.8,TRUE,4
12960,"fitter",1984,"Valerianella locusta","ffd",1984-05-02,123,51.80676,1.206607,"nectar",11.9,TRUE,4
12961,"fitter",1985,"Valerianella locusta","ffd",1985-05-11,131,51.80676,1.206607,"nectar",11.7,TRUE,4
12962,"fitter",1986,"Valerianella locusta","ffd",1986-05-13,133,51.80676,1.206607,"nectar",8.8,TRUE,4
12963,"fitter",1988,"Valerianella locusta","ffd",1988-04-25,116,51.80676,1.206607,"nectar",11.3,TRUE,4
12964,"fitter",1989,"Valerianella locusta","ffd",1989-04-14,104,51.80676,1.206607,"nectar",9.3,TRUE,4
12965,"fitter",1990,"Valerianella locusta","ffd",1990-04-30,120,51.80676,1.206607,"nectar",12.5,TRUE,4
12966,"fitter",1991,"Valerianella locusta","ffd",1991-04-28,118,51.80676,1.206607,"nectar",11.5,TRUE,4
12967,"fitter",1993,"Valerianella locusta","ffd",1993-04-08,98,51.80676,1.206607,"nectar",13.1,TRUE,4
12968,"fitter",1994,"Valerianella locusta","ffd",1994-04-22,112,51.80676,1.206607,"nectar",11.4,TRUE,4
12969,"fitter",1996,"Valerianella locusta","ffd",1996-05-07,128,51.80676,1.206607,"nectar",12.5,TRUE,4
12970,"fitter",1998,"Valerianella locusta","ffd",1998-04-29,119,51.80676,1.206607,"nectar",11.4,TRUE,4
12971,"fitter",1999,"Valerianella locusta","ffd",1999-04-07,97,51.80676,1.206607,"nectar",12.8,TRUE,4
12972,"fitter",2000,"Valerianella locusta","ffd",2000-04-22,113,51.80676,1.206607,"nectar",11.7,TRUE,4
12973,"fitter",1954,"Verbascum nigrum","ffd",1954-06-28,179,51.80676,1.206607,"nectar",NA,NA,6
12974,"fitter",1956,"Verbascum nigrum","ffd",1956-07-01,183,51.80676,1.206607,"nectar",NA,NA,6
12975,"fitter",1957,"Verbascum nigrum","ffd",1957-06-18,169,51.80676,1.206607,"nectar",NA,NA,6
12976,"fitter",1958,"Verbascum nigrum","ffd",1958-07-01,182,51.80676,1.206607,"nectar",17.7,TRUE,6
12977,"fitter",1959,"Verbascum nigrum","ffd",1959-06-21,172,51.80676,1.206607,"nectar",20.2,TRUE,6
12978,"fitter",1960,"Verbascum nigrum","ffd",1960-07-05,187,51.80676,1.206607,"nectar",20.5,TRUE,6
12979,"fitter",1962,"Verbascum nigrum","ffd",1962-06-30,181,51.80676,1.206607,"nectar",18.2,TRUE,6
12980,"fitter",1963,"Verbascum nigrum","ffd",1963-06-16,167,51.80676,1.206607,"nectar",18.4,TRUE,6
12981,"fitter",1964,"Verbascum nigrum","ffd",1964-07-03,185,51.80676,1.206607,"nectar",18.1,TRUE,6
12982,"fitter",1965,"Verbascum nigrum","ffd",1965-07-03,184,51.80676,1.206607,"nectar",18,TRUE,6
12983,"fitter",1966,"Verbascum nigrum","ffd",1966-07-08,189,51.80676,1.206607,"nectar",19.9,TRUE,6
12984,"fitter",1967,"Verbascum nigrum","ffd",1967-06-29,180,51.80676,1.206607,"nectar",18,TRUE,6
12985,"fitter",1968,"Verbascum nigrum","ffd",1968-06-23,175,51.80676,1.206607,"nectar",18.6,TRUE,6
12986,"fitter",1970,"Verbascum nigrum","ffd",1970-06-27,178,51.80676,1.206607,"nectar",21.1,TRUE,6
12987,"fitter",1971,"Verbascum nigrum","ffd",1971-07-06,187,51.80676,1.206607,"nectar",16.2,TRUE,6
12988,"fitter",1974,"Verbascum nigrum","ffd",1974-06-23,174,51.80676,1.206607,"nectar",17.9,TRUE,6
12989,"fitter",1976,"Verbascum nigrum","ffd",1976-06-14,166,51.80676,1.206607,"nectar",22.7,TRUE,6
12990,"fitter",1978,"Verbascum nigrum","ffd",1978-07-04,185,51.80676,1.206607,"nectar",17.8,TRUE,6
12991,"fitter",1979,"Verbascum nigrum","ffd",1979-06-21,172,51.80676,1.206607,"nectar",17.7,TRUE,6
12992,"fitter",1980,"Verbascum nigrum","ffd",1980-06-18,170,51.80676,1.206607,"nectar",17.9,TRUE,6
12993,"fitter",1981,"Verbascum nigrum","ffd",1981-06-17,168,51.80676,1.206607,"nectar",16.9,TRUE,6
12994,"fitter",1982,"Verbascum nigrum","ffd",1982-06-07,158,51.80676,1.206607,"nectar",19.3,TRUE,6
12995,"fitter",1983,"Verbascum nigrum","ffd",1983-06-29,180,51.80676,1.206607,"nectar",18.7,TRUE,6
12996,"fitter",1984,"Verbascum nigrum","ffd",1984-06-25,177,51.80676,1.206607,"nectar",18.5,TRUE,6
12997,"fitter",1985,"Verbascum nigrum","ffd",1985-07-09,190,51.80676,1.206607,"nectar",16.6,TRUE,6
12998,"fitter",1986,"Verbascum nigrum","ffd",1986-07-09,190,51.80676,1.206607,"nectar",19.5,TRUE,6
12999,"fitter",1989,"Verbascum nigrum","ffd",1989-06-22,173,51.80676,1.206607,"nectar",19.6,TRUE,6
13000,"fitter",1992,"Verbascum nigrum","ffd",1992-06-23,175,51.80676,1.206607,"nectar",20.5,TRUE,6
13001,"fitter",1993,"Verbascum nigrum","ffd",1993-06-13,164,51.80676,1.206607,"nectar",19.6,TRUE,6
13002,"fitter",1994,"Verbascum nigrum","ffd",1994-07-04,185,51.80676,1.206607,"nectar",19.1,TRUE,6
13003,"fitter",1995,"Verbascum nigrum","ffd",1995-06-27,178,51.80676,1.206607,"nectar",18,TRUE,6
13004,"fitter",1996,"Verbascum nigrum","ffd",1996-07-01,183,51.80676,1.206607,"nectar",19.6,TRUE,6
13005,"fitter",1997,"Verbascum nigrum","ffd",1997-06-01,152,51.80676,1.206607,"nectar",18.2,TRUE,6
13006,"fitter",1998,"Verbascum nigrum","ffd",1998-06-24,175,51.80676,1.206607,"nectar",18.2,TRUE,6
13007,"fitter",2000,"Verbascum nigrum","ffd",2000-06-20,172,51.80676,1.206607,"nectar",19,TRUE,6
13008,"fitter",1955,"Verbascum thapsus","ffd",1955-06-29,180,51.80676,1.206607,"nectar",NA,NA,7
13009,"fitter",1956,"Verbascum thapsus","ffd",1956-07-04,186,51.80676,1.206607,"nectar",NA,NA,7
13010,"fitter",1959,"Verbascum thapsus","ffd",1959-06-19,170,51.80676,1.206607,"nectar",23.5,TRUE,7
13011,"fitter",1961,"Verbascum thapsus","ffd",1961-07-16,197,51.80676,1.206607,"nectar",19.8,TRUE,7
13012,"fitter",1963,"Verbascum thapsus","ffd",1963-06-30,181,51.80676,1.206607,"nectar",19.7,TRUE,7
13013,"fitter",1964,"Verbascum thapsus","ffd",1964-07-03,185,51.80676,1.206607,"nectar",21.1,TRUE,7
13014,"fitter",1967,"Verbascum thapsus","ffd",1967-07-16,197,51.80676,1.206607,"nectar",22,TRUE,7
13015,"fitter",1968,"Verbascum thapsus","ffd",1968-07-06,188,51.80676,1.206607,"nectar",19.3,TRUE,7
13016,"fitter",1971,"Verbascum thapsus","ffd",1971-07-06,187,51.80676,1.206607,"nectar",22.1,TRUE,7
13017,"fitter",1972,"Verbascum thapsus","ffd",1972-07-11,193,51.80676,1.206607,"nectar",20.1,TRUE,7
13018,"fitter",1973,"Verbascum thapsus","ffd",1973-06-30,181,51.80676,1.206607,"nectar",20.4,TRUE,7
13019,"fitter",1974,"Verbascum thapsus","ffd",1974-06-04,155,51.80676,1.206607,"nectar",19.3,TRUE,7
13020,"fitter",1975,"Verbascum thapsus","ffd",1975-07-05,186,51.80676,1.206607,"nectar",21.9,TRUE,7
13021,"fitter",1976,"Verbascum thapsus","ffd",1976-06-18,170,51.80676,1.206607,"nectar",24.3,TRUE,7
13022,"fitter",1978,"Verbascum thapsus","ffd",1978-07-08,189,51.80676,1.206607,"nectar",18.7,TRUE,7
13023,"fitter",1979,"Verbascum thapsus","ffd",1979-07-11,192,51.80676,1.206607,"nectar",20.6,TRUE,7
13024,"fitter",1980,"Verbascum thapsus","ffd",1980-07-11,193,51.80676,1.206607,"nectar",18.8,TRUE,7
13025,"fitter",1981,"Verbascum thapsus","ffd",1981-07-09,190,51.80676,1.206607,"nectar",20.1,TRUE,7
13026,"fitter",1982,"Verbascum thapsus","ffd",1982-06-17,168,51.80676,1.206607,"nectar",21.6,TRUE,7
13027,"fitter",1983,"Verbascum thapsus","ffd",1983-07-09,190,51.80676,1.206607,"nectar",24.7,TRUE,7
13028,"fitter",1984,"Verbascum thapsus","ffd",1984-07-16,198,51.80676,1.206607,"nectar",21.2,TRUE,7
13029,"fitter",1986,"Verbascum thapsus","ffd",1986-07-04,185,51.80676,1.206607,"nectar",20.9,TRUE,7
13030,"fitter",1987,"Verbascum thapsus","ffd",1987-06-24,175,51.80676,1.206607,"nectar",20.3,TRUE,7
13031,"fitter",1988,"Verbascum thapsus","ffd",1988-07-06,188,51.80676,1.206607,"nectar",19.1,TRUE,7
13032,"fitter",1989,"Verbascum thapsus","ffd",1989-06-22,173,51.80676,1.206607,"nectar",23.2,TRUE,7
13033,"fitter",1993,"Verbascum thapsus","ffd",1993-06-19,170,51.80676,1.206607,"nectar",20.4,TRUE,7
13034,"fitter",1994,"Verbascum thapsus","ffd",1994-06-27,178,51.80676,1.206607,"nectar",24.1,TRUE,7
13035,"fitter",1996,"Verbascum thapsus","ffd",1996-07-03,185,51.80676,1.206607,"nectar",21.5,TRUE,7
13036,"fitter",1998,"Verbascum thapsus","ffd",1998-06-30,181,51.80676,1.206607,"nectar",19.9,TRUE,7
13037,"fitter",2000,"Verbascum thapsus","ffd",2000-06-02,154,51.80676,1.206607,"nectar",19.1,TRUE,7
13038,"fitter",1954,"Veronica arvensis","ffd",1954-04-15,105,51.80676,1.206607,"nectar",NA,NA,4
13039,"fitter",1955,"Veronica arvensis","ffd",1955-05-05,125,51.80676,1.206607,"nectar",NA,NA,4
13040,"fitter",1956,"Veronica arvensis","ffd",1956-05-12,133,51.80676,1.206607,"nectar",NA,NA,4
13041,"fitter",1957,"Veronica arvensis","ffd",1957-03-27,86,51.80676,1.206607,"nectar",NA,NA,4
13042,"fitter",1958,"Veronica arvensis","ffd",1958-05-02,122,51.80676,1.206607,"nectar",10.2,TRUE,4
13043,"fitter",1959,"Veronica arvensis","ffd",1959-04-07,97,51.80676,1.206607,"nectar",12.8,TRUE,4
13044,"fitter",1960,"Veronica arvensis","ffd",1960-05-05,126,51.80676,1.206607,"nectar",12.2,TRUE,4
13045,"fitter",1961,"Veronica arvensis","ffd",1961-04-15,105,51.80676,1.206607,"nectar",13.4,TRUE,4
13046,"fitter",1962,"Veronica arvensis","ffd",1962-05-06,126,51.80676,1.206607,"nectar",10.4,TRUE,4
13047,"fitter",1964,"Veronica arvensis","ffd",1964-04-24,115,51.80676,1.206607,"nectar",11.3,TRUE,4
13048,"fitter",1965,"Veronica arvensis","ffd",1965-04-15,105,51.80676,1.206607,"nectar",11.1,TRUE,4
13049,"fitter",1967,"Veronica arvensis","ffd",1967-04-04,94,51.80676,1.206607,"nectar",10.7,TRUE,4
13050,"fitter",1968,"Veronica arvensis","ffd",1968-04-25,116,51.80676,1.206607,"nectar",12.2,TRUE,4
13051,"fitter",1970,"Veronica arvensis","ffd",1970-05-03,123,51.80676,1.206607,"nectar",9.3,TRUE,4
13052,"fitter",1971,"Veronica arvensis","ffd",1971-04-25,115,51.80676,1.206607,"nectar",10.3,TRUE,4
13053,"fitter",1973,"Veronica arvensis","ffd",1973-04-20,110,51.80676,1.206607,"nectar",10.1,TRUE,4
13054,"fitter",1974,"Veronica arvensis","ffd",1974-05-04,124,51.80676,1.206607,"nectar",11.9,TRUE,4
13055,"fitter",1977,"Veronica arvensis","ffd",1977-04-03,93,51.80676,1.206607,"nectar",10.2,TRUE,4
13056,"fitter",1981,"Veronica arvensis","ffd",1981-05-06,126,51.80676,1.206607,"nectar",10.7,TRUE,4
13057,"fitter",1982,"Veronica arvensis","ffd",1982-04-17,107,51.80676,1.206607,"nectar",11.6,TRUE,4
13058,"fitter",1983,"Veronica arvensis","ffd",1983-05-05,125,51.80676,1.206607,"nectar",10.8,TRUE,4
13059,"fitter",1987,"Veronica arvensis","ffd",1987-05-04,124,51.80676,1.206607,"nectar",13.8,TRUE,4
13060,"fitter",1988,"Veronica arvensis","ffd",1988-04-23,114,51.80676,1.206607,"nectar",11.3,TRUE,4
13061,"fitter",1990,"Veronica arvensis","ffd",1990-04-13,103,51.80676,1.206607,"nectar",12.5,TRUE,4
13062,"fitter",1991,"Veronica arvensis","ffd",1991-04-28,118,51.80676,1.206607,"nectar",11.5,TRUE,4
13063,"fitter",1992,"Veronica arvensis","ffd",1992-05-03,124,51.80676,1.206607,"nectar",12,TRUE,4
13064,"fitter",1994,"Veronica arvensis","ffd",1994-04-29,119,51.80676,1.206607,"nectar",11.4,TRUE,4
13065,"fitter",1995,"Veronica arvensis","ffd",1995-05-08,128,51.80676,1.206607,"nectar",12.4,TRUE,4
13066,"fitter",1996,"Veronica arvensis","ffd",1996-05-05,126,51.80676,1.206607,"nectar",12.5,TRUE,4
13067,"fitter",1997,"Veronica arvensis","ffd",1997-05-04,124,51.80676,1.206607,"nectar",12.3,TRUE,4
13068,"fitter",1998,"Veronica arvensis","ffd",1998-04-29,119,51.80676,1.206607,"nectar",11.4,TRUE,4
13069,"fitter",1999,"Veronica arvensis","ffd",1999-04-11,101,51.80676,1.206607,"nectar",12.8,TRUE,4
13070,"fitter",2000,"Veronica arvensis","ffd",2000-04-20,111,51.80676,1.206607,"nectar",11.7,TRUE,4
13071,"fitter",1954,"Veronica beccabunga","ffd",1954-06-12,163,51.80676,1.206607,"nectar",NA,NA,5
13072,"fitter",1956,"Veronica beccabunga","ffd",1956-05-23,144,51.80676,1.206607,"nectar",NA,NA,5
13073,"fitter",1959,"Veronica beccabunga","ffd",1959-05-18,138,51.80676,1.206607,"nectar",16.9,TRUE,5
13074,"fitter",1960,"Veronica beccabunga","ffd",1960-06-06,158,51.80676,1.206607,"nectar",16.5,TRUE,5
13075,"fitter",1961,"Veronica beccabunga","ffd",1961-05-23,143,51.80676,1.206607,"nectar",14.7,TRUE,5
13076,"fitter",1962,"Veronica beccabunga","ffd",1962-06-06,157,51.80676,1.206607,"nectar",12.9,TRUE,5
13077,"fitter",1963,"Veronica beccabunga","ffd",1963-06-16,167,51.80676,1.206607,"nectar",14,TRUE,5
