"V1","station","year","species","estimate","lower","upper","lat","lon","dataset","tmax","tmax_dynamic","med_month"
7210,"WM4",1994,"Heliomeris multiflora",227.027555620304,5.73947884103623,232.395845963867,38.955942,-106.988305,"rmbl",21.8,21.8,8
7213,"WM5",1994,"Ranunculus inamoenus",153.952639122217,152.329936866045,154.855646127511,38.955942,-106.988305,"rmbl",20.8,20.8,6
7214,"WM5",1994,"Viola praemorsa",156.609613100305,156.040407262669,156.966187121488,38.955942,-106.988305,"rmbl",20.8,20.8,6
7215,"WM5",1994,"Draba aurea",160.360511861422,157.05901291213,160.401810061043,38.955942,-106.988305,"rmbl",20.8,20.8,6
7216,"WM5",1994,"Taraxacum officinale",159.860099562506,156.378981708971,160.943635036153,38.955942,-106.988305,"rmbl",20.8,20.8,6
7218,"WM5",1994,"Lathyrus leucanthus",170.489869821208,165.9352354287,171.376690040354,38.955942,-106.988305,"rmbl",20.8,20.8,6
7219,"WM5",1994,"Lupinus bakeri",170.604993500403,169.18103360666,171.669005953855,38.955942,-106.988305,"rmbl",20.8,20.8,6
7220,"WM5",1994,"Potentilla pulcherrima",171.85693816722,165.890701774698,173.918206233416,38.955942,-106.988305,"rmbl",20.8,20.8,6
7221,"WM5",1994,"Erysimum capitatum",176.756155724046,175.591298892275,177.885461327798,38.955942,-106.988305,"rmbl",20.8,20.8,6
7224,"WM5",1994,"Adenolinum lewisii",179.7285657073,171.456555924804,183.569845945157,38.955942,-106.988305,"rmbl",22.6,20.8,7
7225,"WM5",1994,"Delphinium barbeyi",185.159842679459,182.331874746276,185.5545412824,38.955942,-106.988305,"rmbl",22.6,22.6,7
7226,"WM5",1994,"Poa pratensis",191.307672444819,188.591109680768,192.490387519753,38.955942,-106.988305,"rmbl",22.6,22.6,7
7228,"WM5",1994,"Dugaldia hoopesii",201.517802207232,198.67153622049,202.821384851983,38.955942,-106.988305,"rmbl",22.6,22.6,7
7229,"WM5",1994,"Erigeron speciosus",201.999952939133,189.130076925021,204.652561953773,38.955942,-106.988305,"rmbl",22.6,22.6,7
7230,"EM1",1995,"Claytonia lanceolata",162.568170258263,160.828005246447,165.069802849139,38.955942,-106.988305,"rmbl",8.2,15.5,5
7233,"EM1",1995,"Valeriana occidentalis",176.534861467823,168.104171380272,177.611613447106,38.955942,-106.988305,"rmbl",15.5,15.5,6
7235,"EM1",1995,"Draba aurea",195.469170348378,191.220508051043,196.526519380427,38.955942,-106.988305,"rmbl",15.5,19.8,6
7236,"EM1",1995,"Hydrophyllum fendleri",196.657908239434,195.356156991514,196.993047236219,38.955942,-106.988305,"rmbl",15.5,19.8,6
7238,"EM1",1995,"Delphinium barbeyi",203.937738605607,202.377886625657,204.806341194842,38.955942,-106.988305,"rmbl",19.8,19.8,7
7239,"EM1",1995,"Bromelica spectabilis",205.784886691,192.785727881271,208.558642490044,38.955942,-106.988305,"rmbl",15.5,19.8,6
7240,"EM1",1995,"Heracleum sphondylium",209.752620970786,206.551176029214,210.921041280019,38.955942,-106.988305,"rmbl",19.8,19.8,7
7241,"EM1",1995,"Ligusticum porteri",210.046937513713,207.244468699194,210.96133082883,38.955942,-106.988305,"rmbl",19.8,19.8,7
7242,"EM1",1995,"Geranium richardsonii",214.744948848554,59.2831956871873,218.485755237545,38.955942,-106.988305,"rmbl",19.8,21.7,7
7243,"EM1",1995,"Helianthella quinquenervis",217.527172064908,213.502808052773,218.714137777249,38.955942,-106.988305,"rmbl",19.8,21.7,7
7244,"EM1",1995,"Mertensia ciliata",214.744948848554,59.2831956871873,218.485755237545,38.955942,-106.988305,"rmbl",19.8,21.7,7
7247,"EM1",1995,"Aconitum columbianum",225.498955174676,223.223271389719,225.990311124661,38.955942,-106.988305,"rmbl",19.8,21.7,7
7249,"EM1",1995,"Pyrrocoma crocea",231.380821098255,219.276424635272,233.783394508845,38.955942,-106.988305,"rmbl",19.8,21.7,7
7252,"EM2",1995,"Erythronium grandiflorum",171.512766626441,169.981766914762,171.940157781421,38.955942,-106.988305,"rmbl",8.2,15.5,5
7253,"EM2",1995,"Noccaea fendleri",174.777051397771,173.742292804218,174.936837039539,38.955942,-106.988305,"rmbl",8.2,15.5,5
7254,"EM2",1995,"Ranunculus inamoenus",184.081472055316,181.475238057468,184.962010209975,38.955942,-106.988305,"rmbl",15.5,19.8,6
7255,"EM2",1995,"Valeriana occidentalis",188.253286804242,187.048723772503,188.960763403076,38.955942,-106.988305,"rmbl",15.5,19.8,6
7257,"EM2",1995,"Mertensia ciliata",198.316856210852,196.449183513475,198.964801733847,38.955942,-106.988305,"rmbl",15.5,19.8,6
7258,"EM2",1995,"Draba aurea",200.074059338165,198.808628054653,200.90776723678,38.955942,-106.988305,"rmbl",15.5,19.8,6
7260,"EM2",1995,"Helianthella quinquenervis",214.063738877393,209.269974230559,215.583268253498,38.955942,-106.988305,"rmbl",19.8,21.7,7
7261,"EM2",1995,"Ligusticum porteri",214.249722599222,210.367382616633,215.864469436568,38.955942,-106.988305,"rmbl",19.8,21.7,7
7263,"EM2",1995,"Delphinium barbeyi",218.007413469732,216.060972480656,218.792300339491,38.955942,-106.988305,"rmbl",19.8,21.7,7
7264,"EM2",1995,"Heracleum sphondylium",218.341675159747,216.518970953972,218.979988534446,38.955942,-106.988305,"rmbl",19.8,21.7,7
7265,"EM2",1995,"Pyrrocoma crocea",221.349077312067,213.584092541529,223.621819170376,38.955942,-106.988305,"rmbl",19.8,21.7,7
7268,"EM2",1995,"Aconitum columbianum",232.64362611586,228.382741760582,233.920800426092,38.955942,-106.988305,"rmbl",19.8,21.7,7
7269,"GH1",1995,"Mertensia fusiformis",175.618851843807,172.994642242275,178.256789566711,38.955942,-106.988305,"rmbl",8.2,15.5,5
7270,"GH1",1995,"Valeriana occidentalis",176.339129944439,169.525222561796,178.521524602231,38.955942,-106.988305,"rmbl",15.5,15.5,6
7271,"GH1",1995,"Viola praemorsa",174.982618923285,159.18915617216,177.478893556727,38.955942,-106.988305,"rmbl",15.5,15.5,6
7273,"GH1",1995,"Ranunculus inamoenus",169.172894440093,92.3800297445436,181.492632935254,38.955942,-106.988305,"rmbl",8.2,15.5,5
7275,"GH1",1995,"Taraxacum officinale",187.887636160909,186.870017064302,188.936394976592,38.955942,-106.988305,"rmbl",15.5,19.8,6
7276,"GH1",1995,"Androsace septentrionalis",191.416776676783,190.098604143556,192.868410305668,38.955942,-106.988305,"rmbl",15.5,19.8,6
7277,"GH1",1995,"Draba aurea",194.431854760255,192.622279495834,194.888781596652,38.955942,-106.988305,"rmbl",15.5,19.8,6
7278,"GH1",1995,"Valeriana edulis",194.390266362838,192.66190844063,194.951054040288,38.955942,-106.988305,"rmbl",15.5,19.8,6
7279,"GH1",1995,"Pseudocymopterus montanus",196.798883120967,190.470176230673,198.901212687099,38.955942,-106.988305,"rmbl",15.5,19.8,6
7280,"GH1",1995,"Lupinus bakeri",194.708796670008,192.084337680947,198.939772416188,38.955942,-106.988305,"rmbl",15.5,19.8,6
7284,"GH1",1995,"Helianthella quinquenervis",213.581986443654,211.75429963475,215.616063955504,38.955942,-106.988305,"rmbl",19.8,21.7,7
7288,"GH1",1995,"Collomia linearis",216.674947604257,211.182320081986,218.715963076782,38.955942,-106.988305,"rmbl",19.8,21.7,7
7289,"GH1",1995,"Achillea millefolium",221.147933237758,213.279855852685,223.858235146317,38.955942,-106.988305,"rmbl",19.8,21.7,7
7290,"GH1",1995,"Erigeron speciosus",223.791630507376,223.166135612268,225.665766746805,38.955942,-106.988305,"rmbl",19.8,21.7,7
7294,"GH1",1995,"Solidago multiradiata",227.371990443892,226.53595005931,227.947202240529,38.955942,-106.988305,"rmbl",19.8,21.7,7
7295,"GH1",1995,"Ligularia bigelovii",231.120131658373,228.348291855979,231.97616108816,38.955942,-106.988305,"rmbl",19.8,21.7,7
7296,"GH1",1995,"Heliomeris multiflora",235.339531777457,227.725061026707,237.053416004033,38.955942,-106.988305,"rmbl",21.7,21.7,8
7297,"GH1",1995,"Oligosporus dracunculus",237.292017201285,235.655411220924,237.974750502329,38.955942,-106.988305,"rmbl",21.7,21.7,8
7302,"GH2",1995,"Ranunculus inamoenus",174.870309153874,170.027176237877,176.890654990077,38.955942,-106.988305,"rmbl",8.2,15.5,5
7303,"GH2",1995,"Viola praemorsa",176.9911827827,176.133832414359,178.767191862991,38.955942,-106.988305,"rmbl",15.5,15.5,6
7304,"GH2",1995,"Androsace septentrionalis",187.634810064146,184.114653912612,188.666461283715,38.955942,-106.988305,"rmbl",15.5,19.8,6
7305,"GH2",1995,"Taraxacum officinale",196.980920817233,196.506813429798,196.999952757781,38.955942,-106.988305,"rmbl",15.5,19.8,6
7306,"GH2",1995,"Carex geyeri",197.496090438036,195.199354907313,198.862563845379,38.955942,-106.988305,"rmbl",8.2,19.8,5
7307,"GH2",1995,"Lathyrus leucanthus",200.522382736059,198.846447948863,200.991466691065,38.955942,-106.988305,"rmbl",15.5,19.8,6
7308,"GH2",1995,"Bromelica spectabilis",208.355024913371,208.027699189122,208.965118527217,38.955942,-106.988305,"rmbl",19.8,19.8,7
7309,"GH2",1995,"Erysimum capitatum",208.267657752537,207.495000839826,208.95446003677,38.955942,-106.988305,"rmbl",19.8,19.8,7
7310,"GH2",1995,"Potentilla pulcherrima",206.106191792267,200.77428749318,208.322849533846,38.955942,-106.988305,"rmbl",15.5,19.8,6
7311,"GH2",1995,"Vicia americana",196.049302044159,136.287530548317,205.774117231722,38.955942,-106.988305,"rmbl",19.8,19.8,7
7312,"GH2",1995,"Draba aurea",210.185852141965,205.543990420583,210.99193061412,38.955942,-106.988305,"rmbl",15.5,19.8,6
7313,"GH2",1995,"Adenolinum lewisii",214.486063485097,211.610440027283,215.906598471775,38.955942,-106.988305,"rmbl",19.8,21.7,7
7314,"GH2",1995,"Collomia linearis",217.250346270341,216.936208054602,218.856901865487,38.955942,-106.988305,"rmbl",19.8,21.7,7
7315,"GH2",1995,"Polygonum douglasii",218.171644833494,210.938779471431,220.434049071665,38.955942,-106.988305,"rmbl",19.8,21.7,7
7317,"GH2",1995,"Achillea millefolium",223.895552739798,217.528962337288,225.235794685354,38.955942,-106.988305,"rmbl",19.8,21.7,7
7321,"GH2",1995,"Erigeron speciosus",232.423426225883,229.729188510476,233.750491539691,38.955942,-106.988305,"rmbl",19.8,21.7,7
7322,"GH2",1995,"Oligosporus dracunculus",232.783496490833,229.145844356535,233.599069752837,38.955942,-106.988305,"rmbl",19.8,21.7,7
7325,"INT1",1995,"Draba aurea",191.739513480119,187.59766751709,192.388531329125,38.955942,-106.988305,"rmbl",15.5,19.8,6
7326,"INT1",1995,"Pseudocymopterus montanus",188.313477332699,167.43924463859,192.741525384806,38.955942,-106.988305,"rmbl",15.5,19.8,6
7327,"INT1",1995,"Mertensia ciliata",199.781805849747,197.266033795821,200.607036670828,38.955942,-106.988305,"rmbl",15.5,19.8,6
7328,"INT1",1995,"Thalictrum fendleri",202.47891517411,200.745541679475,202.986745548023,38.955942,-106.988305,"rmbl",15.5,19.8,6
7329,"INT1",1995,"Vicia americana",206.848192180479,197.323872232708,215.140933154343,38.955942,-106.988305,"rmbl",19.8,19.8,7
7330,"INT1",1995,"Delphinium barbeyi",218.051603765031,215.911907051456,218.769573925116,38.955942,-106.988305,"rmbl",19.8,21.7,7
7331,"INT1",1995,"Potentilla pulcherrima",218.642876456471,212.763072924578,220.765564413561,38.955942,-106.988305,"rmbl",19.8,21.7,7
7333,"INT1",1995,"Ligularia bigelovii",226.015698923534,214.833207014816,227.874000772361,38.955942,-106.988305,"rmbl",19.8,21.7,7
7334,"INT1",1995,"Erigeron speciosus",227.922758064433,219.242879088381,228.268936689014,38.955942,-106.988305,"rmbl",19.8,21.7,7
7335,"INT1",1995,"Galium septentrionale",233.093834284681,229.925175782613,233.981174572435,38.955942,-106.988305,"rmbl",19.8,21.7,7
7336,"INT1",1995,"Oligosporus dracunculus",238.579250583497,235.322116896901,239.80193588452,38.955942,-106.988305,"rmbl",21.7,21.7,8
7337,"INT1",1995,"Solidago multiradiata",246.044520955617,243.296046116937,247.764543346514,38.955942,-106.988305,"rmbl",21.7,17.2,8
7338,"INT1",1995,"Symphyotrichum foliaceum",248.47987467883,244.24839506624,249.766408596246,38.955942,-106.988305,"rmbl",21.7,17.2,8
7339,"INT1",1995,"Pneumonanthe parryi",253.707973705792,239.146403664386,256.455296318359,38.955942,-106.988305,"rmbl",21.7,17.2,8
7341,"INT2",1995,"Geranium richardsonii",198.050996113263,195.649883146274,198.882359483153,38.955942,-106.988305,"rmbl",19.8,19.8,7
7342,"INT2",1995,"Mertensia ciliata",197.769553422387,196.850728500894,198.873464833132,38.955942,-106.988305,"rmbl",15.5,19.8,6
7343,"INT2",1995,"Thalictrum fendleri",200.038433906863,197.639288504215,200.882028515715,38.955942,-106.988305,"rmbl",15.5,19.8,6
7344,"INT2",1995,"Heracleum sphondylium",213.049552319844,205.158470932295,215.766028195757,38.955942,-106.988305,"rmbl",19.8,21.7,7
7345,"INT2",1995,"Vicia americana",214.793595562387,211.003782758031,215.234305244107,38.955942,-106.988305,"rmbl",19.8,21.7,7
7346,"INT3",1995,"Noccaea fendleri",176.593527940606,176.082689662999,176.977916731363,38.955942,-106.988305,"rmbl",8.2,15.5,5
7347,"INT3",1995,"Draba aurea",189.513075017319,187.476284567048,190.796573380477,38.955942,-106.988305,"rmbl",15.5,19.8,6
7349,"INT3",1995,"Cardamine cordifolia",194.461241780429,192.370516039425,194.805201489354,38.955942,-106.988305,"rmbl",15.5,19.8,6
7350,"INT3",1995,"Mertensia ciliata",194.465018861109,192.483031600027,194.822299518205,38.955942,-106.988305,"rmbl",15.5,19.8,6
7351,"INT3",1995,"Geranium richardsonii",200.621138612344,192.893391243748,201.713293004207,38.955942,-106.988305,"rmbl",19.8,19.8,7
7352,"INT3",1995,"Thalictrum fendleri",202.709411881761,201.051246265814,202.996532644791,38.955942,-106.988305,"rmbl",19.8,19.8,7
7353,"INT3",1995,"Heracleum sphondylium",217.668810754004,213.905787817717,218.941052212233,38.955942,-106.988305,"rmbl",19.8,21.7,7
7354,"INT3",1995,"Vicia americana",215.646309956541,200.113883285977,218.729799493378,38.955942,-106.988305,"rmbl",19.8,21.7,7
7355,"INT3",1995,"Delphinium barbeyi",223.305630056042,212.897007753744,225.572761799456,38.955942,-106.988305,"rmbl",19.8,21.7,7
7356,"INT3",1995,"Erigeron coulteri",225.225557145043,215.777129797453,227.884875609099,38.955942,-106.988305,"rmbl",19.8,21.7,7
7359,"INT4",1995,"Mertensia ciliata",191.192722937538,189.226596907217,192.444305924217,38.955942,-106.988305,"rmbl",15.5,19.8,6
7360,"INT4",1995,"Pseudocymopterus montanus",193.998873246387,191.142993939638,194.962951895805,38.955942,-106.988305,"rmbl",15.5,19.8,6
7361,"INT4",1995,"Thalictrum fendleri",200.779025532811,199.971159423781,200.996311439684,38.955942,-106.988305,"rmbl",15.5,19.8,6
7362,"INT4",1995,"Lathyrus leucanthus",203.930698036353,201.911633776516,204.865758770231,38.955942,-106.988305,"rmbl",19.8,19.8,7
7363,"INT4",1995,"Potentilla pulcherrima",208.039851074063,206.465329426045,208.94599571535,38.955942,-106.988305,"rmbl",19.8,19.8,7
7367,"INT4",1995,"Poa tracyi",228.625085824203,209.532257414718,231.797597369414,38.955942,-106.988305,"rmbl",19.8,21.7,7
7368,"INT4",1995,"Campanula rotundifolia",233.592318603596,232.441238789741,233.992482317217,38.955942,-106.988305,"rmbl",19.8,21.7,7
7369,"INT4",1995,"Galium septentrionale",232.224137063592,227.968674237202,233.863354522515,38.955942,-106.988305,"rmbl",19.8,21.7,7
7370,"INT4",1995,"Erigeron speciosus",234.812761150722,231.380719113173,235.943656713437,38.955942,-106.988305,"rmbl",21.7,21.7,8
7371,"INT4",1995,"Eriogonum umbellatum",234.906570988019,226.414957886299,237.706500171851,38.955942,-106.988305,"rmbl",19.8,21.7,7
7372,"INT4",1995,"Oligosporus dracunculus",239.157866421267,236.975047475488,239.941089942093,38.955942,-106.988305,"rmbl",21.7,21.7,8
7375,"INT5",1995,"Taraxacum officinale",184.717532528844,170.583239510212,188.692742347138,38.955942,-106.988305,"rmbl",15.5,19.8,6
7376,"INT5",1995,"Draba aurea",189.857449399196,186.619808446917,190.675688977829,38.955942,-106.988305,"rmbl",15.5,19.8,6
7377,"INT5",1995,"Ranunculus inamoenus",169.049865982885,58.6707004926684,188.057777896996,38.955942,-106.988305,"rmbl",15.5,15.5,6
7378,"INT5",1995,"Hydrophyllum fendleri",192.043487670046,190.309007693211,192.930648915255,38.955942,-106.988305,"rmbl",15.5,19.8,6
7379,"INT5",1995,"Mertensia fusiformis",190.340211141234,181.584789448208,192.611505399665,38.955942,-106.988305,"rmbl",15.5,19.8,6
7380,"INT5",1995,"Mertensia ciliata",193.814562764791,192.636463555132,194.8445511441,38.955942,-106.988305,"rmbl",15.5,19.8,6
7381,"INT5",1995,"Thalictrum fendleri",195.649363714221,194.016954809342,196.859815232609,38.955942,-106.988305,"rmbl",15.5,19.8,6
7384,"INT5",1995,"Lupinus bakeri",206.598830657807,205.862828086984,206.984539857981,38.955942,-106.988305,"rmbl",15.5,19.8,6
7385,"INT5",1995,"Bromelica spectabilis",208.252530099016,204.205922722035,208.450712619693,38.955942,-106.988305,"rmbl",19.8,19.8,7
7386,"INT5",1995,"Ligusticum porteri",205.3725478304,192.747874068594,208.593577487474,38.955942,-106.988305,"rmbl",19.8,19.8,7
7387,"INT5",1995,"Poa pratensis",215.667003795192,210.109909240178,218.557518260898,38.955942,-106.988305,"rmbl",19.8,21.7,7
7388,"INT5",1995,"Descurainia incana",216.708093407002,197.300883861603,220.598099273241,38.955942,-106.988305,"rmbl",19.8,21.7,7
7390,"INT5",1995,"Erigeron coulteri",224.593476148488,220.710827878456,225.911163822796,38.955942,-106.988305,"rmbl",19.8,21.7,7
7391,"INT5",1995,"Trisetum spicatum",225.537890715133,223.895728444024,225.987005268485,38.955942,-106.988305,"rmbl",19.8,21.7,7
7392,"INT5",1995,"Ligularia bigelovii",232.776683898962,208.262828326401,235.856874009706,38.955942,-106.988305,"rmbl",19.8,21.7,7
7396,"RM1",1995,"Lomatium dissectum",174.040800723174,158.855684494764,178.079531361733,38.955942,-106.988305,"rmbl",15.5,15.5,6
7397,"RM1",1995,"Viola praemorsa",174.681612926196,146.296565946036,178.252575979416,38.955942,-106.988305,"rmbl",15.5,15.5,6
7398,"RM1",1995,"Hydrophyllum capitatum",178.785360958441,172.804411175334,180.031162864486,38.955942,-106.988305,"rmbl",15.5,15.5,6
7399,"RM1",1995,"Taraxacum officinale",183.790781781919,179.639801492684,184.955612463591,38.955942,-106.988305,"rmbl",15.5,19.8,6
7400,"RM1",1995,"Delphinium nuttallianum",186.68729969234,184.948321274598,186.885759615424,38.955942,-106.988305,"rmbl",15.5,19.8,6
7401,"RM1",1995,"Boechera stricta",190.045095882107,186.959371214101,190.966163915056,38.955942,-106.988305,"rmbl",15.5,19.8,6
7402,"RM1",1995,"Lathyrus leucanthus",191.716739824323,188.210593952422,192.794207571779,38.955942,-106.988305,"rmbl",15.5,19.8,6
7403,"RM1",1995,"Eriogonum umbellatum",203.9700867108,202.065712184508,204.864978915233,38.955942,-106.988305,"rmbl",15.5,19.8,6
7404,"RM1",1995,"Eremogone congesta",209.79278121603,209.578831736106,212.530935930003,38.955942,-106.988305,"rmbl",19.8,19.8,7
7406,"RM1",1995,"Helianthella quinquenervis",213.565849880883,209.436893955944,214.930685933659,38.955942,-106.988305,"rmbl",19.8,21.7,7
7407,"RM1",1995,"Potentilla hippiana",215.285119071882,211.512608364028,216.752592113543,38.955942,-106.988305,"rmbl",19.8,21.7,7
7408,"RM1",1995,"Polygonum aviculare",218.220448909739,203.507505682639,221.758411175674,38.955942,-106.988305,"rmbl",19.8,21.7,7
7409,"RM1",1995,"Polygonum douglasii",222.294847320888,220.929786454907,222.959668134588,38.955942,-106.988305,"rmbl",19.8,21.7,7
7411,"RM1",1995,"Heterotheca villosa",225.355538082687,223.73859148274,226.741960190525,38.955942,-106.988305,"rmbl",19.8,21.7,7
7413,"RM1",1995,"Erigeron speciosus",238.264853499883,233.26254868915,239.888646457638,38.955942,-106.988305,"rmbl",19.8,21.7,7
7414,"RM1",1995,"Symphyotrichum foliaceum",248.633415097191,244.717690851546,249.867310476822,38.955942,-106.988305,"rmbl",21.7,17.2,8
7415,"RM1",1995,"Seriphidium tridentata",252.562215550426,247.560511251731,254.713658916525,38.955942,-106.988305,"rmbl",21.7,17.2,8
7417,"RM2",1995,"Carex geyeri",166.153648021324,144.248020149386,171.080450732942,38.955942,-106.988305,"rmbl",8.2,15.5,5
7419,"RM2",1995,"Paxistima myrsinites",169.841758629139,168.182830509783,171.645454806573,38.955942,-106.988305,"rmbl",8.2,15.5,5
7421,"RM2",1995,"Eriogonum umbellatum",195.535222789034,191.300684504033,196.53985975515,38.955942,-106.988305,"rmbl",15.5,19.8,6
7424,"RM2",1995,"Eriogonum subalpinum",207.680308808697,206.491684785645,208.874474961976,38.955942,-106.988305,"rmbl",15.5,19.8,6
7425,"RM2",1995,"Potentilla hippiana",204.21357587216,194.990259446072,208.279575515524,38.955942,-106.988305,"rmbl",19.8,19.8,7
7427,"RM2",1995,"Erigeron speciosus",216.311149689593,215.131460266864,216.907281400549,38.955942,-106.988305,"rmbl",19.8,21.7,7
7428,"RM2",1995,"Amerosedum lanceolatum",217.600841245474,213.974144560424,218.873005603603,38.955942,-106.988305,"rmbl",19.8,21.7,7
7430,"RM2",1995,"Heterotheca villosa",217.665111747303,212.867232463723,218.227970922184,38.955942,-106.988305,"rmbl",19.8,21.7,7
7432,"RM2",1995,"Seriphidium tridentata",241.161436780067,240.003581957428,241.830307601845,38.955942,-106.988305,"rmbl",21.7,21.7,8
7434,"RM3",1995,"Mertensia fusiformis",177.399215111586,172.866781315951,178.724555082962,38.955942,-106.988305,"rmbl",15.5,15.5,6
7436,"RM3",1995,"Delphinium nuttallianum",188.766811381627,188.176357541603,188.976559913839,38.955942,-106.988305,"rmbl",15.5,19.8,6
7437,"RM3",1995,"Amelanchier alnifolia",192.326156800755,190.936800287239,192.964303157739,38.955942,-106.988305,"rmbl",15.5,19.8,6
7438,"RM3",1995,"Taraxacum officinale",186.898687933975,140.923880148611,188.626396901671,38.955942,-106.988305,"rmbl",15.5,19.8,6
7439,"RM3",1995,"Lathyrus leucanthus",195.889695897215,193.887755709582,196.798218409151,38.955942,-106.988305,"rmbl",15.5,19.8,6
7440,"RM3",1995,"Ligusticum porteri",205.398746912068,168.428121016437,208.633490475611,38.955942,-106.988305,"rmbl",19.8,19.8,7
7441,"RM3",1995,"Poa pratensis",208.860709986818,208.581027539416,208.999631584031,38.955942,-106.988305,"rmbl",19.8,19.8,7
7442,"RM3",1995,"Eremogone congesta",214.33616724255,212.20571982998,214.987411652719,38.955942,-106.988305,"rmbl",19.8,21.7,7
7444,"RM3",1995,"Calochortus gunnisonii",221.324725706112,214.879492619657,222.935697849048,38.955942,-106.988305,"rmbl",19.8,21.7,7
7445,"RM3",1995,"Erigeron speciosus",222.390389623952,222.040407262669,222.966187121488,38.955942,-106.988305,"rmbl",19.8,21.7,7
7446,"RM3",1995,"Helianthella quinquenervis",222.377404188917,220.985695396306,222.977738311738,38.955942,-106.988305,"rmbl",19.8,21.7,7
7447,"RM3",1995,"Heterotheca villosa",220.252938820205,214.141852623376,222.432295696239,38.955942,-106.988305,"rmbl",19.8,21.7,7
7448,"RM3",1995,"Polygonum aviculare",219.661119008492,215.595733229337,222.556976581897,38.955942,-106.988305,"rmbl",21.7,21.7,8
7449,"RM3",1995,"Polygonum douglasii",220.710170642819,212.284871375072,221.57171096502,38.955942,-106.988305,"rmbl",19.8,21.7,7
7453,"RM4",1995,"Mertensia fusiformis",183.914584232178,182.324045601533,184.932099742641,38.955942,-106.988305,"rmbl",15.5,19.8,6
7454,"RM4",1995,"Hydrophyllum capitatum",186.407615814627,185.859508101501,186.949425002034,38.955942,-106.988305,"rmbl",15.5,19.8,6
7455,"RM4",1995,"Delphinium nuttallianum",189.890419708801,188.244099661852,190.88308021954,38.955942,-106.988305,"rmbl",15.5,19.8,6
7456,"RM4",1995,"Senecio integerrimus",191.946811939439,188.608205318171,192.589403336125,38.955942,-106.988305,"rmbl",15.5,19.8,6
7458,"RM4",1995,"Lathyrus leucanthus",196.769174045474,189.848458954517,198.408744492594,38.955942,-106.988305,"rmbl",15.5,19.8,6
7459,"RM4",1995,"Androsace septentrionalis",201.250151365331,196.9491531619,202.795728400101,38.955942,-106.988305,"rmbl",15.5,19.8,6
7461,"RM4",1995,"Poa pratensis",212.701414231918,210.980779230324,212.995969358961,38.955942,-106.988305,"rmbl",19.8,21.7,7
7462,"RM4",1995,"Eremogone congesta",216.307907386284,215.781000602615,216.941139541997,38.955942,-106.988305,"rmbl",19.8,21.7,7
7463,"RM4",1995,"Polygonum douglasii",215.765935648409,212.188398727595,216.752270162163,38.955942,-106.988305,"rmbl",19.8,21.7,7
7464,"RM4",1995,"Potentilla hippiana",216.065464112614,214.145125627852,216.939736455403,38.955942,-106.988305,"rmbl",19.8,21.7,7
7465,"RM4",1995,"Helianthella quinquenervis",216.514827785156,209.053197346539,218.760504263928,38.955942,-106.988305,"rmbl",19.8,21.7,7
7466,"RM4",1995,"Polygonum aviculare",214.224288339537,201.58935462104,216.28712022655,38.955942,-106.988305,"rmbl",19.8,21.7,7
7468,"RM4",1995,"Achnatherum lettermanii",224.514903082582,223.269531004843,224.983013075189,38.955942,-106.988305,"rmbl",19.8,21.7,7
7470,"RM4",1995,"Erigeron speciosus",225.669012246888,222.049904407187,226.774456384329,38.955942,-106.988305,"rmbl",19.8,21.7,7
7471,"RM4",1995,"Heterotheca villosa",228.4532249957,225.566652141865,229.58170158972,38.955942,-106.988305,"rmbl",19.8,21.7,7
7475,"RM5",1995,"Mertensia fusiformis",181.135753106955,179.140119242348,181.906816994565,38.955942,-106.988305,"rmbl",15.5,19.8,6
7478,"RM5",1995,"Senecio integerrimus",192.476869800229,191.440520144433,192.977831939295,38.955942,-106.988305,"rmbl",15.5,19.8,6
7481,"RM5",1995,"Potentilla hippiana",210.230940615514,206.698695682863,210.989299479629,38.955942,-106.988305,"rmbl",19.8,19.8,7
7483,"RM5",1995,"Eriogonum subalpinum",218.566649097834,217.257826271589,218.979301990889,38.955942,-106.988305,"rmbl",19.8,21.7,7
7484,"RM5",1995,"Heterotheca villosa",218.151587861803,216.373459027035,218.860831189783,38.955942,-106.988305,"rmbl",19.8,21.7,7
7486,"RM5",1995,"Poa pratensis",215.451389862778,198.484432148083,218.035499272471,38.955942,-106.988305,"rmbl",19.8,21.7,7
7487,"RM5",1995,"Erigeron speciosus",229.192674815013,227.502672609271,229.967502586424,38.955942,-106.988305,"rmbl",19.8,21.7,7
7488,"RM5",1995,"Polygonum aviculare",231.237093067351,229.708092633855,231.957878443081,38.955942,-106.988305,"rmbl",21.7,21.7,8
7489,"RM5",1995,"Polygonum douglasii",231.445989191504,230.409362503413,231.956948625463,38.955942,-106.988305,"rmbl",19.8,21.7,7
7494,"RM6",1995,"Mertensia fusiformis",171.358103244493,169.067783054221,171.905106379896,38.955942,-106.988305,"rmbl",8.2,15.5,5
7499,"RM6",1995,"Erigeron flagellaris",202.00585327901,194.519059909986,202.806018063213,38.955942,-106.988305,"rmbl",15.5,19.8,6
7500,"RM6",1995,"Eriogonum subalpinum",208.170993083433,205.790959958474,208.869139583153,38.955942,-106.988305,"rmbl",19.8,19.8,7
7501,"RM6",1995,"Eriogonum umbellatum",208.032177526106,204.942197947345,208.941529003971,38.955942,-106.988305,"rmbl",15.5,19.8,6
