"V1","station","year","species","estimate","lower","upper","lat","lon","dataset","tmax","tmax_dynamic","med_month"
5,"RM1",1973,"Taraxacum officinale",164.119997902636,162.696641472132,164.819937521092,38.955942,-106.988305,"rmbl",16.3,16.3,6
6,"RM1",1973,"Viola praemorsa",164.228816574861,163.250930614677,164.95477393776,38.955942,-106.988305,"rmbl",16.3,16.3,6
7,"RM1",1973,"Delphinium nuttallianum",169.612688834994,168.334899470751,169.883446385761,38.955942,-106.988305,"rmbl",16.3,16.3,6
8,"RM1",1973,"Boechera stricta",171.926086125494,171.292987249416,171.999973925115,38.955942,-106.988305,"rmbl",16.3,16.3,6
9,"RM1",1973,"Androsace septentrionalis",172.910032753838,172.090899233213,172.99997969765,38.955942,-106.988305,"rmbl",16.3,16.3,6
10,"RM1",1973,"Lathyrus leucanthus",175.286190390622,174.051193310232,175.898102385641,38.955942,-106.988305,"rmbl",16.3,16.3,6
11,"RM1",1973,"Eriogonum umbellatum",187.3310976969,185.522443313469,187.953749279098,38.955942,-106.988305,"rmbl",16.3,19.9,6
12,"RM1",1973,"Eremogone congesta",190.567629288534,187.902060264323,191.718146419309,38.955942,-106.988305,"rmbl",19.9,19.9,7
13,"RM1",1973,"Potentilla hippiana",189.179341178491,184.607995378741,191.573792323987,38.955942,-106.988305,"rmbl",19.9,19.9,7
15,"RM1",1973,"Ipomopsis aggregata",199.364333503387,187.063847677373,203.486490250563,38.955942,-106.988305,"rmbl",19.9,19.9,7
16,"RM1",1973,"Heterotheca villosa",204.986617143449,201.886713495442,205.589536610288,38.955942,-106.988305,"rmbl",19.9,19.9,7
17,"RM1",1973,"Erigeron speciosus",207.807389330073,207.006174118861,207.99629345444,38.955942,-106.988305,"rmbl",19.9,19.9,7
18,"RM1",1973,"Polygonum douglasii",208.181376436234,193.379035592172,211.323944403917,38.955942,-106.988305,"rmbl",19.9,19.9,7
20,"RM2",1973,"Mahonia repens",158.617341133529,156.302944102169,158.995770200614,38.955942,-106.988305,"rmbl",16.3,16.3,6
22,"RM2",1973,"Delphinium nuttallianum",161.338587180117,160.560531799354,162.797444669874,38.955942,-106.988305,"rmbl",16.3,16.3,6
24,"RM2",1973,"Eriogonum umbellatum",176.712052590394,174.81473403423,177.711869394377,38.955942,-106.988305,"rmbl",16.3,16.3,6
25,"RM2",1973,"Eriogonum subalpinum",180.376126000866,176.100776220742,181.506322715773,38.955942,-106.988305,"rmbl",16.3,16.3,6
26,"RM2",1973,"Vicia americana",184.225263867496,183.056680516405,185.809816609922,38.955942,-106.988305,"rmbl",16.3,19.9,6
27,"RM2",1973,"Eremogone congesta",188.256250442355,186.650823975195,189.764076130163,38.955942,-106.988305,"rmbl",16.3,19.9,6
28,"RM2",1973,"Potentilla hippiana",193.818928118259,184.963253176959,197.490969815606,38.955942,-106.988305,"rmbl",19.9,19.9,7
29,"RM2",1973,"Erigeron speciosus",203.949024947831,197.126589746974,205.802042639635,38.955942,-106.988305,"rmbl",19.9,19.9,7
31,"RM2",1973,"Heterotheca villosa",204.938976315595,196.743573594601,207.745104562984,38.955942,-106.988305,"rmbl",19.9,19.9,7
35,"RM3",1973,"Viola praemorsa",159.853673840091,157.317208390859,160.918389334299,38.955942,-106.988305,"rmbl",16.3,16.3,6
36,"RM3",1973,"Delphinium nuttallianum",161.529378142598,158.245419426679,162.459124325193,38.955942,-106.988305,"rmbl",16.3,16.3,6
37,"RM3",1973,"Hydrophyllum capitatum",163.618606817413,160.953806888767,164.759078635624,38.955942,-106.988305,"rmbl",16.3,16.3,6
38,"RM3",1973,"Taraxacum officinale",164.552838020608,147.976956887838,166.469803187156,38.955942,-106.988305,"rmbl",16.3,16.3,6
39,"RM3",1973,"Androsace septentrionalis",171.246559926336,166.21160905737,172.815418901364,38.955942,-106.988305,"rmbl",16.3,16.3,6
40,"RM3",1973,"Amelanchier alnifolia",179.156589262965,176.471572719543,179.963286386306,38.955942,-106.988305,"rmbl",16.3,16.3,6
41,"RM3",1973,"Lathyrus leucanthus",179.441683596414,177.921726714182,179.982349831159,38.955942,-106.988305,"rmbl",16.3,16.3,6
42,"RM3",1973,"Potentilla pulcherrima",186.999952939133,174.130076925021,189.652561953773,38.955942,-106.988305,"rmbl",16.3,19.9,6
43,"RM3",1973,"Eremogone congesta",192.389373586691,187.595426031819,193.417589937825,38.955942,-106.988305,"rmbl",19.9,19.9,7
44,"RM3",1973,"Vicia americana",196.487526889839,189.824655557924,197.909546447073,38.955942,-106.988305,"rmbl",19.9,19.9,7
45,"RM3",1973,"Erigeron speciosus",200.853309672855,196.280271057823,201.151444939651,38.955942,-106.988305,"rmbl",19.9,19.9,7
47,"RM3",1973,"Polygonum douglasii",207.317548925419,175.497857588405,213.717151333474,38.955942,-106.988305,"rmbl",19.9,19.9,7
48,"RM3",1973,"Heterotheca villosa",224.508096651173,223.592242183961,224.98356637223,38.955942,-106.988305,"rmbl",19.9,20.1,7
51,"RM4",1973,"Mertensia fusiformis",160.178686053568,159.568729085147,160.915846270258,38.955942,-106.988305,"rmbl",16.3,16.3,6
52,"RM4",1973,"Hydrophyllum capitatum",164.18895643821,161.081140222291,164.968179104446,38.955942,-106.988305,"rmbl",16.3,16.3,6
53,"RM4",1973,"Taraxacum officinale",166.860036539307,166.142798590731,166.999453311332,38.955942,-106.988305,"rmbl",16.3,16.3,6
55,"RM4",1973,"Delphinium nuttallianum",171.300069670777,170.739394310246,171.936509172675,38.955942,-106.988305,"rmbl",16.3,16.3,6
56,"RM4",1973,"Androsace septentrionalis",172.480713365926,171.200160858691,172.963466486355,38.955942,-106.988305,"rmbl",16.3,16.3,6
57,"RM4",1973,"Senecio integerrimus",172.367765513688,170.718257524484,172.880167209877,38.955942,-106.988305,"rmbl",16.3,16.3,6
58,"RM4",1973,"Lathyrus leucanthus",177.889226827859,177.086707453005,177.999029206015,38.955942,-106.988305,"rmbl",16.3,16.3,6
59,"RM4",1973,"Eremogone congesta",186.523333296631,181.747328414858,187.444839676609,38.955942,-106.988305,"rmbl",19.9,19.9,7
60,"RM4",1973,"Potentilla pulcherrima",187.206780605492,184.918441173912,187.880936393374,38.955942,-106.988305,"rmbl",19.9,19.9,7
61,"RM4",1973,"Helianthella quinquenervis",201.165868302553,187.505194690461,205.407352335267,38.955942,-106.988305,"rmbl",19.9,19.9,7
62,"RM4",1973,"Heterotheca villosa",206.099723652618,202.683213142527,207.734764858854,38.955942,-106.988305,"rmbl",19.9,19.9,7
63,"RM4",1973,"Polygonum douglasii",209.380892138524,195.829952022971,214.663552370868,38.955942,-106.988305,"rmbl",19.9,19.9,7
67,"RM5",1973,"Mertensia fusiformis",159.68901549733,159.025508635877,159.987502369707,38.955942,-106.988305,"rmbl",16.3,16.3,6
68,"RM5",1973,"Taraxacum officinale",163.918826567576,160.70692550608,164.884396165157,38.955942,-106.988305,"rmbl",16.3,16.3,6
69,"RM5",1973,"Delphinium nuttallianum",169.746073093401,168.828405070008,169.969108051325,38.955942,-106.988305,"rmbl",16.3,16.3,6
70,"RM5",1973,"Boechera stricta",172.835506654825,170.087640604215,173.909890166693,38.955942,-106.988305,"rmbl",16.3,16.3,6
71,"RM5",1973,"Senecio integerrimus",172.600436359357,166.856150634201,172.988658648683,38.955942,-106.988305,"rmbl",16.3,16.3,6
72,"RM5",1973,"Erigeron flagellaris",183.54517130964,181.749183576446,183.860084468319,38.955942,-106.988305,"rmbl",16.3,19.9,6
73,"RM5",1973,"Eriogonum umbellatum",183.282030071069,181.931875867829,183.817800588227,38.955942,-106.988305,"rmbl",16.3,19.9,6
75,"RM5",1973,"Eremogone congesta",188.852497576845,183.904303341844,190.196787399026,38.955942,-106.988305,"rmbl",19.9,19.9,7
76,"RM5",1973,"Eriogonum subalpinum",190.717616721515,188.402973807352,191.921788030113,38.955942,-106.988305,"rmbl",19.9,19.9,7
77,"RM5",1973,"Heterotheca villosa",203.317188346795,201.293759512206,203.91243850861,38.955942,-106.988305,"rmbl",19.9,19.9,7
78,"RM5",1973,"Erigeron speciosus",205.55336058869,203.970860856375,205.993000723738,38.955942,-106.988305,"rmbl",19.9,19.9,7
79,"RM5",1973,"Polygonum douglasii",208.784300063867,183.698031785795,214.343953060351,38.955942,-106.988305,"rmbl",19.9,19.9,7
80,"RM6",1973,"Delphinium nuttallianum",170.494371662684,170.213023151394,170.968716269125,38.955942,-106.988305,"rmbl",16.3,16.3,6
82,"RM6",1973,"Mertensia fusiformis",170.251494918865,168.056230476393,170.906453689222,38.955942,-106.988305,"rmbl",10.7,16.3,5
84,"RM6",1973,"Senecio integerrimus",173.115883166646,171.522473972937,173.740392009075,38.955942,-106.988305,"rmbl",16.3,16.3,6
85,"RM6",1973,"Eriogonum umbellatum",179.737355462777,178.164214808918,181.428577686688,38.955942,-106.988305,"rmbl",16.3,16.3,6
86,"RM6",1973,"Eriogonum subalpinum",184.935968392697,181.850380615392,185.96158556743,38.955942,-106.988305,"rmbl",19.9,19.9,7
87,"RM6",1973,"Eremogone congesta",182.57195866032,176.302880898638,185.04645049713,38.955942,-106.988305,"rmbl",16.3,19.9,6
90,"RM6",1973,"Amerosedum lanceolatum",192.268352416422,186.897430690915,193.286402344343,38.955942,-106.988305,"rmbl",19.9,19.9,7
91,"RM6",1973,"Heterotheca villosa",197.794891425656,190.632540277554,198.879300381038,38.955942,-106.988305,"rmbl",19.9,19.9,7
92,"RM6",1973,"Erigeron speciosus",205.638270666177,200.923798107228,207.830557013533,38.955942,-106.988305,"rmbl",19.9,19.9,7
96,"RM7",1973,"Delphinium nuttallianum",172.957019297864,172.796794173612,172.999020890053,38.955942,-106.988305,"rmbl",16.3,16.3,6
97,"RM7",1973,"Lathyrus leucanthus",170.875557320878,164.266169158791,172.674011005254,38.955942,-106.988305,"rmbl",16.3,16.3,6
99,"RM7",1973,"Mertensia fusiformis",172.935945188658,172.492547299326,172.999300507649,38.955942,-106.988305,"rmbl",10.7,16.3,5
101,"RM7",1973,"Erysimum capitatum",176.848204477726,173.272411301396,177.920391571495,38.955942,-106.988305,"rmbl",16.3,16.3,6
102,"RM7",1973,"Eriogonum umbellatum",181.098196729237,177.811635164632,181.981132683197,38.955942,-106.988305,"rmbl",16.3,19.9,6
103,"RM7",1973,"Potentilla pulcherrima",176.897451435719,160.146351808185,181.405583583006,38.955942,-106.988305,"rmbl",16.3,16.3,6
105,"RM7",1973,"Castilleja linariifolia",186.683859240952,183.85906573811,187.522393635112,38.955942,-106.988305,"rmbl",19.9,19.9,7
106,"RM7",1973,"Galium septentrionale",191.15488715218,188.632782032024,191.980747685501,38.955942,-106.988305,"rmbl",19.9,19.9,7
110,"RM7",1973,"Erigeron speciosus",206.872417695547,204.574831394955,207.925543357801,38.955942,-106.988305,"rmbl",19.9,19.9,7
111,"RM7",1973,"Polygonum douglasii",222.277939631105,214.769500995555,227.255097070271,38.955942,-106.988305,"rmbl",19.9,20.1,7
114,"RM8",1973,"Mertensia ciliata",190.081003972435,187.189076921372,190.966038201043,38.955942,-106.988305,"rmbl",16.3,19.9,6
116,"RM8",1973,"Pentaphylloides floribunda",190.705337641774,189.007488228214,191.888849627922,38.955942,-106.988305,"rmbl",19.9,19.9,7
117,"RM8",1973,"Dugaldia hoopesii",193.89143527725,188.735478535,195.790895228395,38.955942,-106.988305,"rmbl",19.9,19.9,7
118,"RM8",1973,"Anticlea elegans",196.367824534278,193.1997157609,197.511510620606,38.955942,-106.988305,"rmbl",19.9,19.9,7
121,"RM8",1973,"Erigeron coulteri",209.808902861461,205.200550632493,212.429316928686,38.955942,-106.988305,"rmbl",19.9,19.9,7
122,"RM8",1973,"Solidago multiradiata",210.764306925878,204.919185261058,212.819219043863,38.955942,-106.988305,"rmbl",19.9,19.9,7
123,"RM8",1973,"Aconitum columbianum",222.312440937688,216.874983191672,224.773862597493,38.955942,-106.988305,"rmbl",19.9,20.1,7
126,"RM9",1973,"Lathyrus leucanthus",190.765855908244,189.787713989923,190.995881603173,38.955942,-106.988305,"rmbl",16.3,19.9,6
127,"RM9",1973,"Ligusticum porteri",190.799997161321,189.765983000084,190.997249639032,38.955942,-106.988305,"rmbl",19.9,19.9,7
128,"RM9",1973,"Pseudocymopterus montanus",190.906332778144,190.544554768615,190.997953155493,38.955942,-106.988305,"rmbl",16.3,19.9,6
129,"RM9",1973,"Aquilegia coerulea",191.020392163322,187.129206521481,191.983106436621,38.955942,-106.988305,"rmbl",19.9,19.9,7
130,"RM9",1973,"Castilleja sulphurea",190.5946602688,188.999000502234,191.744364072998,38.955942,-106.988305,"rmbl",19.9,19.9,7
131,"RM9",1973,"Vicia americana",200.504272609228,197.396823232625,201.873562342894,38.955942,-106.988305,"rmbl",19.9,19.9,7
134,"EM1",1974,"Erythronium grandiflorum",147.409237991064,145.731222264373,147.781080633596,38.955942,-106.988305,"rmbl",14,14,5
135,"EM1",1974,"Valeriana occidentalis",150.405888134737,144.640550621048,151.173746690289,38.955942,-106.988305,"rmbl",18.7,14,6
136,"EM1",1974,"Ranunculus inamoenus",141.929261282731,-291.367070841268,150.942124322897,38.955942,-106.988305,"rmbl",14,14,5
137,"EM1",1974,"Draba aurea",164.089871311139,163.653429329674,164.926430834081,38.955942,-106.988305,"rmbl",18.7,18.7,6
138,"EM1",1974,"Hydrophyllum fendleri",174.882683815411,173.67584401447,174.99944181083,38.955942,-106.988305,"rmbl",18.7,18.7,6
140,"EM1",1974,"Descurainia incana",174.603067606467,168.048145598452,176.876258619472,38.955942,-106.988305,"rmbl",20.7,18.7,7
141,"EM1",1974,"Tolmachevia integrifolia",176.180526139478,162.284149121867,178.846451472804,38.955942,-106.988305,"rmbl",18.7,18.7,6
144,"EM1",1974,"Geranium richardsonii",183.307026802723,178.966793236781,184.939591735903,38.955942,-106.988305,"rmbl",20.7,20.7,7
145,"EM1",1974,"Mertensia ciliata",185.860955017408,183.588321181673,186.87718272826,38.955942,-106.988305,"rmbl",20.7,20.7,7
146,"EM1",1974,"Ligusticum porteri",186.410789748977,180.570998896516,188.813326867111,38.955942,-106.988305,"rmbl",20.7,20.7,7
147,"EM1",1974,"Delphinium barbeyi",192.855872530524,192.524077375593,192.998765483786,38.955942,-106.988305,"rmbl",20.7,20.7,7
150,"EM1",1974,"Aconitum columbianum",193.258232652994,190.019553710443,194.617796416759,38.955942,-106.988305,"rmbl",20.7,20.7,7
153,"EM1",1974,"Pyrrocoma crocea",202.057672997761,199.069873696285,202.742199669684,38.955942,-106.988305,"rmbl",20.7,20.7,7
155,"EM1",1974,"Ligularia bigelovii",204.591399719932,201.087977821936,205.832824178729,38.955942,-106.988305,"rmbl",20.7,20.7,7
158,"EM2",1974,"Erythronium grandiflorum",147.200293344648,146.287130231017,147.876284518361,38.955942,-106.988305,"rmbl",14,14,5
159,"EM2",1974,"Valeriana occidentalis",149.980236790671,147.757551900834,151.660179830103,38.955942,-106.988305,"rmbl",18.7,14,6
160,"EM2",1974,"Draba aurea",164.375607412403,163.240547848251,164.945034179781,38.955942,-106.988305,"rmbl",18.7,18.7,6
163,"EM2",1974,"Tolmachevia integrifolia",174.13669015762,170.692227904952,174.980647335711,38.955942,-106.988305,"rmbl",18.7,18.7,6
165,"EM2",1974,"Potentilla pulcherrima",176.879641037756,173.215119531121,178.769313673072,38.955942,-106.988305,"rmbl",18.7,18.7,6
166,"EM2",1974,"Descurainia incana",182.094898442777,173.427227239668,184.800708822161,38.955942,-106.988305,"rmbl",20.7,20.7,7
167,"EM2",1974,"Delphinium barbeyi",186.877776261914,186.53392459866,186.997159565142,38.955942,-106.988305,"rmbl",20.7,20.7,7
168,"EM2",1974,"Aconitum columbianum",181.807978563579,180.675050869816,187.443498224803,38.955942,-106.988305,"rmbl",20.7,20.7,7
169,"EM2",1974,"Ligusticum porteri",190.814770335627,183.503766590447,192.861662174714,38.955942,-106.988305,"rmbl",20.7,20.7,7
170,"EM2",1974,"Helianthella quinquenervis",193.411094007161,189.86414231139,194.929804225805,38.955942,-106.988305,"rmbl",20.7,20.7,7
171,"EM2",1974,"Pyrrocoma crocea",202.018038613101,199.813711862646,202.954595915714,38.955942,-106.988305,"rmbl",20.7,20.7,7
176,"INT1",1974,"Draba aurea",165.92920853568,163.977005704541,166.855516121857,38.955942,-106.988305,"rmbl",18.7,18.7,6
178,"INT1",1974,"Pseudocymopterus montanus",170.128293010579,166.726346886537,170.985204250094,38.955942,-106.988305,"rmbl",18.7,18.7,6
180,"INT1",1974,"Thalictrum fendleri",178.434638988762,176.908214708323,178.982004849856,38.955942,-106.988305,"rmbl",18.7,18.7,6
182,"INT1",1974,"Delphinium barbeyi",184.462837444307,184.061260569077,184.967904278972,38.955942,-106.988305,"rmbl",20.7,20.7,7
183,"INT1",1974,"Mertensia ciliata",182.591770577048,179.812436756515,184.621393303607,38.955942,-106.988305,"rmbl",18.7,20.7,6
184,"INT1",1974,"Vicia americana",186.565494311303,184.962108906872,186.989162869274,38.955942,-106.988305,"rmbl",20.7,20.7,7
185,"INT1",1974,"Potentilla pulcherrima",184.49978872285,145.743208597301,188.557862924281,38.955942,-106.988305,"rmbl",20.7,20.7,7
187,"INT1",1974,"Galium septentrionale",207.008833275496,204.367335713901,207.919841960971,38.955942,-106.988305,"rmbl",20.7,20.7,7
191,"INT1",1974,"Pneumonanthe parryi",225.141615645592,221.907333987192,226.859447209677,38.955942,-106.988305,"rmbl",19.8,19.8,8
196,"INT2",1974,"Geranium richardsonii",177.150794805556,172.091314726275,178.32379177835,38.955942,-106.988305,"rmbl",20.7,18.7,7
197,"INT2",1974,"Mertensia ciliata",156.128282467828,145.919993086377,173.362029516356,38.955942,-106.988305,"rmbl",18.7,18.7,6
198,"INT2",1974,"Potentilla pulcherrima",183.134986636281,171.660343234204,185.568749109866,38.955942,-106.988305,"rmbl",20.7,20.7,7
199,"INT2",1974,"Vicia americana",192.481424594833,191.329908244112,192.981511582082,38.955942,-106.988305,"rmbl",20.7,20.7,7
200,"INT2",1974,"Delphinium barbeyi",204.943548221127,204.043460340216,205.939865845803,38.955942,-106.988305,"rmbl",20.7,20.7,7
201,"INT3",1974,"Ranunculus inamoenus",151.833990442557,145.842964514071,153.751887546887,38.955942,-106.988305,"rmbl",18.7,18.7,6
202,"INT3",1974,"Draba aurea",167.398244203815,166.30700192216,168.795268295538,38.955942,-106.988305,"rmbl",18.7,18.7,6
203,"INT3",1974,"Erigeron coulteri",174.966538859731,174.365438585091,174.999865021887,38.955942,-106.988305,"rmbl",20.7,18.7,7
204,"INT3",1974,"Cardamine cordifolia",178.308711761536,177.095243374289,178.93357261976,38.955942,-106.988305,"rmbl",18.7,18.7,6
205,"INT3",1974,"Geranium richardsonii",176.988640102404,169.356646253127,177.739650971274,38.955942,-106.988305,"rmbl",20.7,18.7,7
206,"INT3",1974,"Mertensia ciliata",178.089558029508,174.477762187974,178.565053554329,38.955942,-106.988305,"rmbl",18.7,18.7,6
207,"INT3",1974,"Vicia americana",180.666012668219,179.80239878913,180.999373832583,38.955942,-106.988305,"rmbl",20.7,18.7,7
208,"INT3",1974,"Thalictrum fendleri",184.138981472217,172.189768940214,186.893938279793,38.955942,-106.988305,"rmbl",20.7,20.7,7
210,"INT3",1974,"Heracleum sphondylium",200.212519314457,198.281587671326,200.973635322591,38.955942,-106.988305,"rmbl",20.7,20.7,7
211,"INT3",1974,"Delphinium barbeyi",199.77158693063,198.653673240763,202.396812394916,38.955942,-106.988305,"rmbl",20.7,20.7,7
215,"INT4",1974,"Mertensia fusiformis",149.089871311139,148.653429329674,149.926430834081,38.955942,-106.988305,"rmbl",18.7,14,6
216,"INT4",1974,"Androsace septentrionalis",152.044610021815,149.194768072887,153.562866383536,38.955942,-106.988305,"rmbl",18.7,18.7,6
217,"INT4",1974,"Pseudocymopterus montanus",158.314950666584,151.236128723528,160.097799795837,38.955942,-106.988305,"rmbl",18.7,18.7,6
219,"INT4",1974,"Lathyrus leucanthus",174.267020806203,173.564195411371,174.949579289934,38.955942,-106.988305,"rmbl",20.7,18.7,7
220,"INT4",1974,"Mertensia ciliata",176.41828792324,174.749272504155,176.944031518401,38.955942,-106.988305,"rmbl",18.7,18.7,6
221,"INT4",1974,"Thalictrum fendleri",177.568602039068,177.122399189876,178.85027102165,38.955942,-106.988305,"rmbl",18.7,18.7,6
222,"INT4",1974,"Potentilla pulcherrima",187.999859054541,185.341122562911,188.933306146561,38.955942,-106.988305,"rmbl",20.7,20.7,7
223,"INT4",1974,"Eriogonum umbellatum",199.42919539577,195.950189968589,200.926594533062,38.955942,-106.988305,"rmbl",20.7,20.7,7
224,"INT4",1974,"Galium septentrionale",204.0362918571,202.167148885373,205.724835808246,38.955942,-106.988305,"rmbl",20.7,20.7,7
226,"INT4",1974,"Campanula rotundifolia",206.968147278206,204.130678052485,207.891608850961,38.955942,-106.988305,"rmbl",20.7,20.7,7
227,"INT4",1974,"Erigeron speciosus",219.016932187836,186.572027443511,222.543879345315,38.955942,-106.988305,"rmbl",19.8,19.8,8
228,"INT5",1974,"Ranunculus inamoenus",149.672256210984,148.795995428856,149.998521410935,38.955942,-106.988305,"rmbl",18.7,14,6
229,"INT5",1974,"Mertensia fusiformis",150.536199272968,149.639745533582,151.870798481207,38.955942,-106.988305,"rmbl",18.7,14,6
230,"INT5",1974,"Androsace septentrionalis",160.855981905972,160.326067753909,160.996781059975,38.955942,-106.988305,"rmbl",18.7,18.7,6
235,"INT5",1974,"Thalictrum fendleri",180.943540396352,180.507091305252,180.999446175344,38.955942,-106.988305,"rmbl",18.7,18.7,6
236,"INT5",1974,"Lathyrus leucanthus",188.778702030756,187.985288456541,188.995153223914,38.955942,-106.988305,"rmbl",20.7,20.7,7
237,"INT5",1974,"Vicia americana",181.276960855275,166.394807677893,187.738520314587,38.955942,-106.988305,"rmbl",20.7,20.7,7
238,"INT5",1974,"Delphinium barbeyi",188.894772633797,186.955351002505,190.859086344012,38.955942,-106.988305,"rmbl",20.7,20.7,7
239,"INT5",1974,"Erigeron coulteri",184.706683719112,19.6292259830616,196.692665606875,38.955942,-106.988305,"rmbl",20.7,20.7,7
243,"RM1",1974,"Lomatium dissectum",153.136597961482,148.882139527298,154.611172913563,38.955942,-106.988305,"rmbl",18.7,18.7,6
244,"RM1",1974,"Taraxacum officinale",160.552510467197,159.381552375994,160.933244581349,38.955942,-106.988305,"rmbl",18.7,18.7,6
246,"RM1",1974,"Viola praemorsa",161.031502825305,155.597840646003,162.675628189628,38.955942,-106.988305,"rmbl",18.7,18.7,6
247,"RM1",1974,"Delphinium nuttallianum",166.073408102101,164.911751925281,166.881218483915,38.955942,-106.988305,"rmbl",18.7,18.7,6
248,"RM1",1974,"Lathyrus leucanthus",165.840982541445,163.468965904032,166.6471354552,38.955942,-106.988305,"rmbl",18.7,18.7,6
249,"RM1",1974,"Boechera stricta",168.103532929761,161.420360595525,170.656368677042,38.955942,-106.988305,"rmbl",18.7,18.7,6
250,"RM1",1974,"Eriogonum umbellatum",178.620530282379,177.557237974971,178.985889661989,38.955942,-106.988305,"rmbl",18.7,18.7,6
251,"RM1",1974,"Ipomopsis aggregata",182.410308126987,180.433261128893,182.867813793018,38.955942,-106.988305,"rmbl",20.7,20.7,7
252,"RM1",1974,"Eremogone congesta",185.211026839864,184.029734258944,186.749639735433,38.955942,-106.988305,"rmbl",20.7,20.7,7
253,"RM1",1974,"Potentilla hippiana",186.106159385185,170.80355410551,187.900072069561,38.955942,-106.988305,"rmbl",20.7,20.7,7
254,"RM1",1974,"Helianthella quinquenervis",192.247947008985,182.847927397501,194.887007178232,38.955942,-106.988305,"rmbl",20.7,20.7,7
255,"RM1",1974,"Erigeron speciosus",195.891625516442,194.190725107701,196.877795536509,38.955942,-106.988305,"rmbl",20.7,20.7,7
256,"RM1",1974,"Heterotheca villosa",198.291126811584,196.71613297544,198.855603122915,38.955942,-106.988305,"rmbl",20.7,20.7,7
257,"RM2",1974,"Androsace septentrionalis",144.559531125923,144.166803457796,144.975894834739,38.955942,-106.988305,"rmbl",18.7,14,6
261,"RM2",1974,"Paxistima myrsinites",149.688478943533,131.61087547211,152.754250833725,38.955942,-106.988305,"rmbl",14,14,5
262,"RM2",1974,"Delphinium nuttallianum",156.003054377639,152.931154738071,156.815059281,38.955942,-106.988305,"rmbl",18.7,18.7,6
263,"RM2",1974,"Eriogonum umbellatum",170.279328584745,168.790020450164,170.930489860632,38.955942,-106.988305,"rmbl",18.7,18.7,6
265,"RM2",1974,"Vicia americana",174.610804555056,173.304564599096,174.970006293721,38.955942,-106.988305,"rmbl",18.7,18.7,6
266,"RM2",1974,"Eremogone congesta",174.795120581284,164.932031845524,174.914601057664,38.955942,-106.988305,"rmbl",18.7,18.7,6
267,"RM2",1974,"Eriogonum subalpinum",181.452457310269,177.263503928201,182.886787271826,38.955942,-106.988305,"rmbl",18.7,20.7,6
268,"RM2",1974,"Erigeron speciosus",194.407624868918,193.045316121696,194.97811004014,38.955942,-106.988305,"rmbl",20.7,20.7,7
269,"RM2",1974,"Heterotheca villosa",194.346186786519,167.436957264723,198.727034715678,38.955942,-106.988305,"rmbl",20.7,20.7,7
274,"RM3",1974,"Viola praemorsa",151.199614837937,145.17131907946,152.878726621953,38.955942,-106.988305,"rmbl",18.7,18.7,6
275,"RM3",1974,"Taraxacum officinale",152.783342932484,146.829176988324,154.679808703583,38.955942,-106.988305,"rmbl",18.7,18.7,6
276,"RM3",1974,"Delphinium nuttallianum",160.213897954359,158.094793607234,160.650120704162,38.955942,-106.988305,"rmbl",18.7,18.7,6
278,"RM3",1974,"Lathyrus leucanthus",166.007776265614,164.955810946081,166.822012733479,38.955942,-106.988305,"rmbl",18.7,18.7,6
279,"RM3",1974,"Amelanchier alnifolia",176.046174692079,172.323011177856,176.955986581436,38.955942,-106.988305,"rmbl",18.7,18.7,6
281,"RM3",1974,"Vicia americana",178.687009445736,177.321132860339,178.944807789992,38.955942,-106.988305,"rmbl",20.7,18.7,7
283,"RM3",1974,"Eremogone congesta",185.568757787096,183.892797972885,186.846254464472,38.955942,-106.988305,"rmbl",20.7,20.7,7
284,"RM3",1974,"Erigeron speciosus",187.709826863776,183.515127440843,188.574798523919,38.955942,-106.988305,"rmbl",20.7,20.7,7
285,"RM3",1974,"Helianthella quinquenervis",191.850515418852,178.313925760535,194.806641750444,38.955942,-106.988305,"rmbl",20.7,20.7,7
286,"RM3",1974,"Heterotheca villosa",192.461174277899,188.030894236617,194.646738005249,38.955942,-106.988305,"rmbl",20.7,20.7,7
287,"RM3",1974,"Calochortus gunnisonii",197.398746912068,160.428121016437,200.633490475611,38.955942,-106.988305,"rmbl",20.7,20.7,7
291,"RM4",1974,"Mertensia fusiformis",149.593374681962,147.497810879478,150.652713088624,38.955942,-106.988305,"rmbl",18.7,14,6
292,"RM4",1974,"Taraxacum officinale",161.143595363296,153.377828357975,162.848397218247,38.955942,-106.988305,"rmbl",18.7,18.7,6
293,"RM4",1974,"Delphinium nuttallianum",163.80749102318,162.381241151074,164.861749180338,38.955942,-106.988305,"rmbl",18.7,18.7,6
296,"RM4",1974,"Lathyrus leucanthus",165.784191422016,163.998959184863,166.813452387737,38.955942,-106.988305,"rmbl",18.7,18.7,6
297,"RM4",1974,"Senecio integerrimus",169.024749080728,162.711974410179,170.875696875184,38.955942,-106.988305,"rmbl",18.7,18.7,6
298,"RM4",1974,"Potentilla pulcherrima",181.90994556631,177.634667241923,182.987067148777,38.955942,-106.988305,"rmbl",20.7,20.7,7
299,"RM4",1974,"Eremogone congesta",184.301402946613,182.305553867582,184.889024443757,38.955942,-106.988305,"rmbl",20.7,20.7,7
301,"RM4",1974,"Helianthella quinquenervis",194.498944450599,187.632988954765,196.81732531,38.955942,-106.988305,"rmbl",20.7,20.7,7
